page_id,page_title,page_ns,revision_id,timestamp,contributor_id,contributor_name,bytes
61,|42|,0,6253,2013-07-30T03:28:16Z,173.59.76.237,Anonymous,3925
61,|42|,0,6292,2013-08-17T22:00:24Z,195.241.136.18,Anonymous,4062
61,|42|,0,6299,2013-08-19T22:39:36Z,5348876,|Nick Joll|,4258
61,|42|,0,6314,2013-08-26T02:13:22Z,5348876,|Nick Joll|,3192
61,|42|,0,6315,2013-08-26T02:21:39Z,5348876,|Nick Joll|,2885
61,|42|,0,6322,2013-08-27T02:38:44Z,961279,|RRabbit42|,2581
61,|42|,0,7318,2014-02-28T12:39:37Z,195.194.236.103,Anonymous,2634
61,|42|,0,7325,2014-03-01T06:07:26Z,4541853,|Rehfisch|,2170
61,|42|,0,7326,2014-03-01T06:07:52Z,4541853,|Rehfisch|,2168
61,|42|,0,7378,2014-03-24T18:29:41Z,205.213.5.240,Anonymous,2167
61,|42|,0,7379,2014-03-24T18:30:12Z,205.213.5.240,Anonymous,2188
61,|42|,0,7382,2014-03-24T18:31:16Z,23895447,|Twin Angel Step|,2169
61,|42|,0,7434,2014-04-14T12:29:27Z,2.69.63.0,Anonymous,2344
61,|42|,0,7437,2014-04-15T06:38:59Z,4541853,|Rehfisch|,2169
61,|42|,0,7690,2014-06-15T12:54:22Z,27.32.161.233,Anonymous,2521
61,|42|,0,7693,2014-06-15T15:11:15Z,5348876,|Nick Joll|,2169
61,|42|,0,7698,2014-06-23T02:11:58Z,24782276,|OscarTechno|,2188
61,|42|,0,7876,2014-11-14T13:42:55Z,169.139.8.27,Anonymous,1909
61,|42|,0,7879,2014-11-14T13:43:32Z,169.139.8.27,Anonymous,2
61,|42|,0,7880,2014-11-14T16:47:09Z,5348876,|Nick Joll|,2188
61,|42|,0,7881,2014-11-18T15:07:50Z,72.31.126.18,Anonymous,2202
61,|42|,0,7882,2014-11-18T15:12:44Z,72.31.126.18,Anonymous,2216
61,|42|,0,7883,2014-11-18T15:13:15Z,72.31.126.18,Anonymous,2219
61,|42|,0,7884,2014-11-18T15:13:46Z,72.31.126.18,Anonymous,2230
61,|42|,0,7885,2014-11-18T15:14:13Z,72.31.126.18,Anonymous,2244
61,|42|,0,7886,2014-11-18T15:14:43Z,72.31.126.18,Anonymous,2283
61,|42|,0,7887,2014-11-18T15:15:51Z,72.31.126.18,Anonymous,2292
61,|42|,0,7888,2014-11-18T15:16:19Z,72.31.126.18,Anonymous,2296
61,|42|,0,7889,2014-11-18T15:17:04Z,72.31.126.18,Anonymous,2304
61,|42|,0,7890,2014-11-18T15:17:40Z,72.31.126.18,Anonymous,2315
61,|42|,0,7891,2014-11-18T15:18:08Z,72.31.126.18,Anonymous,2326
61,|42|,0,7892,2014-11-18T15:20:20Z,72.31.126.18,Anonymous,2320
61,|42|,0,7893,2014-11-18T15:21:03Z,72.31.126.18,Anonymous,2332
61,|42|,0,7894,2014-11-18T15:21:32Z,72.31.126.18,Anonymous,2335
61,|42|,0,7895,2014-11-18T15:22:12Z,72.31.126.18,Anonymous,2347
61,|42|,0,7896,2014-11-18T15:22:55Z,72.31.126.18,Anonymous,2364
61,|42|,0,7899,2014-11-18T16:37:24Z,91.125.129.154,Anonymous,2188
61,|42|,0,7919,2014-12-03T17:42:07Z,198.236.0.31,Anonymous,2223
61,|42|,0,7920,2014-12-03T17:43:04Z,198.236.0.31,Anonymous,2243
61,|42|,0,7923,2014-12-03T19:44:04Z,216.203.88.125,Anonymous,2192
61,|42|,0,7939,2014-12-12T08:43:09Z,1599757,|Minomelo|,2190
61,|42|,0,8053,2015-01-31T02:26:15Z,75.80.3.41,Anonymous,1503
61,|42|,0,8056,2015-01-31T02:26:44Z,75.80.3.41,Anonymous,1216
61,|42|,0,8057,2015-01-31T05:19:40Z,4541853,|Rehfisch|,2190
61,|42|,0,8061,2015-01-31T19:57:22Z,2.29.233.33,Anonymous,2190
61,|42|,0,8062,2015-01-31T19:58:41Z,2.29.233.33,Anonymous,1862
61,|42|,0,8063,2015-01-31T20:00:37Z,2.29.233.33,Anonymous,1852
61,|42|,0,8064,2015-01-31T20:01:09Z,2.29.233.33,Anonymous,1915
61,|42|,0,8065,2015-01-31T20:02:17Z,2.29.233.33,Anonymous,1976
61,|42|,0,8068,2015-01-31T22:07:09Z,4541853,|Rehfisch|,2190
61,|42|,0,8184,2015-03-08T23:20:53Z,176.36.52.81,Anonymous,2230
61,|42|,0,8222,2015-03-18T20:56:01Z,81.242.107.44,Anonymous,2253
61,|42|,0,8225,2015-03-18T20:56:35Z,81.242.107.44,Anonymous,2256
61,|42|,0,8227,2015-03-19T06:40:49Z,4541853,|Rehfisch|,2230
61,|42|,0,8316,2015-04-10T09:08:03Z,91.194.9.87,Anonymous,2224
61,|42|,0,8319,2015-04-10T17:47:12Z,82.39.29.235,Anonymous,2224
61,|42|,0,8324,2015-04-11T02:59:30Z,4541853,|Rehfisch|,2230
61,|42|,0,8438,2015-04-29T11:18:09Z,174.49.14.79,Anonymous,2228
61,|42|,0,8441,2015-04-29T12:00:39Z,4541853,|Rehfisch|,2230
61,|42|,0,8446,2015-04-29T23:48:40Z,24.60.182.29,Anonymous,2268
61,|42|,0,8449,2015-04-29T23:48:56Z,108.34.251.20,Anonymous,2281
61,|42|,0,8452,2015-04-29T23:49:58Z,24.60.182.29,Anonymous,2305
61,|42|,0,8453,2015-04-30T20:52:46Z,162.198.249.108,Anonymous,2243
61,|42|,0,8456,2015-04-30T20:55:28Z,162.198.249.108,Anonymous,2229
61,|42|,0,8459,2015-05-02T02:54:19Z,108.34.251.20,Anonymous,1231
61,|42|,0,8460,2015-05-02T02:55:50Z,24.60.182.29,Anonymous,1137
61,|42|,0,8461,2015-05-02T02:56:52Z,108.34.251.20,Anonymous,1168
61,|42|,0,8462,2015-05-02T02:56:56Z,24.60.182.29,Anonymous,1172
61,|42|,0,8463,2015-05-02T02:57:30Z,108.34.251.20,Anonymous,1172
61,|42|,0,8464,2015-05-02T02:59:53Z,24.60.182.29,Anonymous,1156
61,|42|,0,8465,2015-05-02T03:01:10Z,24.60.182.29,Anonymous,1158
61,|42|,0,8466,2015-05-02T03:05:08Z,108.34.251.20,Anonymous,1215
61,|42|,0,8467,2015-05-02T06:50:22Z,96.19.35.27,Anonymous,907
61,|42|,0,8486,2015-05-05T09:37:55Z,212.31.99.51,Anonymous,949
61,|42|,0,8494,2015-05-05T23:57:21Z,5137743,|Jiskran|,907
61,|42|,0,8505,2015-05-08T12:57:34Z,96.2.15.136,Anonymous,907
61,|42|,0,8508,2015-05-08T13:06:23Z,5137743,|Jiskran|,907
61,|42|,0,8566,2015-05-29T13:37:59Z,204.81.170.110,Anonymous,638
61,|42|,0,8569,2015-05-29T13:38:40Z,204.81.170.110,Anonymous,652
61,|42|,0,8570,2015-05-29T13:38:46Z,5137743,|Jiskran|,921
61,|42|,0,8571,2015-05-29T13:39:40Z,204.81.170.110,Anonymous,948
61,|42|,0,8577,2015-05-29T13:42:02Z,5137743,|Jiskran|,921
61,|42|,0,8578,2015-05-29T13:42:37Z,5137743,|Jiskran|,907
61,|42|,0,8651,2015-06-05T04:26:43Z,4541853,|Rehfisch|,2230
61,|42|,0,8652,2015-06-05T04:28:34Z,4541853,|Rehfisch|,2230
61,|42|,0,8898,2015-09-10T22:51:50Z,216.164.62.98,Anonymous,1893
61,|42|,0,8957,2015-10-20T17:17:53Z,204.81.170.97,Anonymous,1568
61,|42|,0,8960,2015-10-20T18:30:56Z,5305201,|Promethius20|,1572
61,|42|,0,8961,2015-10-20T19:25:03Z,158.145.224.113,Anonymous,1880
61,|42|,0,8989,2015-10-26T05:02:38Z,131.242.135.77,Anonymous,1880
61,|42|,0,8992,2015-10-26T05:10:25Z,131.242.135.77,Anonymous,1880
61,|42|,0,8993,2015-10-26T08:58:11Z,217.39.20.253,Anonymous,1879
61,|42|,0,8996,2015-10-26T09:00:10Z,5137743,|Jiskran|,1879
61,|42|,0,9060,2015-11-17T15:46:38Z,204.81.170.178,Anonymous,1521
61,|42|,0,9063,2015-11-17T23:12:35Z,158.145.224.113,Anonymous,1879
61,|42|,0,9080,2015-11-27T21:42:49Z,174.91.156.213,Anonymous,1877
61,|42|,0,9241,2016-01-04T15:16:05Z,41.56.118.148,Anonymous,2094
61,|42|,0,9244,2016-01-04T15:30:34Z,41.56.118.148,Anonymous,2142
61,|42|,0,9245,2016-01-04T17:04:40Z,5137743,|Jiskran|,2094
61,|42|,0,9246,2016-01-04T17:04:59Z,5137743,|Jiskran|,1877
61,|42|,0,9310,2016-01-24T23:27:16Z,74.162.155.58,Anonymous,36
61,|42|,0,9313,2016-01-24T23:34:17Z,5137743,|Jiskran|,1877
61,|42|,0,9315,2016-01-25T02:19:32Z,50.153.181.78,Anonymous,1971
61,|42|,0,9318,2016-01-25T02:21:06Z,50.153.181.78,Anonymous,2045
61,|42|,0,9319,2016-01-25T02:21:56Z,50.153.181.78,Anonymous,2057
61,|42|,0,9320,2016-01-25T02:24:05Z,27671654,|Armond23222|,2062
61,|42|,0,9324,2016-01-25T02:24:26Z,27671654,|Armond23222|,2051
61,|42|,0,9325,2016-01-25T08:21:30Z,5137743,|Jiskran|,1877
61,|42|,0,9327,2016-01-25T13:17:43Z,205.197.242.143,Anonymous,2072
61,|42|,0,9330,2016-01-25T13:36:06Z,27671654,|Armond23222|,2076
61,|42|,0,9331,2016-01-25T13:37:07Z,27671654,|Armond23222|,2078
61,|42|,0,9332,2016-01-25T14:26:35Z,5137743,|Jiskran|,1877
61,|42|,0,9333,2016-01-25T14:38:33Z,27671654,|Armond23222|,2158
61,|42|,0,9335,2016-01-25T14:49:16Z,5137743,|Jiskran|,1877
61,|42|,0,9391,2016-02-03T15:26:15Z,198.20.32.1,Anonymous,506
61,|42|,0,9395,2016-02-03T16:25:53Z,5137743,|Jiskran|,1877
61,|42|,0,9400,2016-02-05T22:48:41Z,99.88.179.43,Anonymous,1887
61,|42|,0,9403,2016-02-05T23:03:23Z,5137743,|Jiskran|,1877
61,|42|,0,9439,2016-02-17T04:37:11Z,4541853,|Rehfisch|,1877
61,|42|,0,9681,2016-05-10T16:23:56Z,204.81.170.126,Anonymous,1736
61,|42|,0,9684,2016-05-10T16:35:06Z,204.81.170.126,Anonymous,175
61,|42|,0,9685,2016-05-10T16:38:07Z,204.81.170.126,Anonymous,351
61,|42|,0,9686,2016-05-10T16:40:21Z,26357969,|StarmanW|,1877
61,|42|,0,9696,2016-05-11T10:27:24Z,4541853,|Rehfisch|,1877
61,|42|,0,10634,2017-05-06T14:43:25Z,27671654,|Armond23222|,2124
61,|42|,0,10638,2017-05-08T15:33:37Z,27671654,|Armond23222|,3814
61,|42|,0,10639,2017-05-08T15:35:22Z,27671654,|Armond23222|,2832
61,|42|,0,10650,2017-05-10T00:43:42Z,5137743,|Jiskran|,1877
61,|42|,0,10651,2017-05-11T13:45:04Z,24840443,|LawOfTheSeas|,1881
61,|42|,0,11577,2018-07-26T15:24:37Z,36274371,|Jaguar the Ravenclaw RainWing|,1969
61,|42|,0,12054,2018-08-28T16:01:42Z,36678579,|Spacepigeon|,4427
61,|42|,0,12055,2018-08-28T16:06:07Z,36678579,|Spacepigeon|,4474
61,|42|,0,12062,2018-08-28T16:42:54Z,36678579,|Spacepigeon|,10029
61,|42|,0,12729,2018-09-03T21:40:08Z,36678579,|Spacepigeon|,10004
61,|42|,0,13497,2018-09-29T12:07:03Z,6032121,|Scrooge MacDuck|,10357
61,|42|,0,13725,2018-10-11T18:22:14Z,36678579,|Spacepigeon|,10361
61,|42|,0,13885,2018-10-20T16:39:57Z,36036932,|BookwormWiki|,10494
61,|42|,0,13887,2018-10-20T16:44:40Z,36036932,|BookwormWiki|,10583
61,|42|,0,16015,2019-02-17T17:59:33Z,36274371,|Jaguar the Ravenclaw RainWing|,10587
6211,|6*9 In base 13|,0,13796,2018-10-15T07:28:36Z,34914257,|Anonymecheeseface77|,53
5518,|A-Rth-Urp-Hil-Ipdenu|,0,11511,2018-06-09T11:58:19Z,2409:4072:6116:3E0F:883B:DA99:21DC:8AF1,Anonymous,370
5518,|A-Rth-Urp-Hil-Ipdenu|,0,11522,2018-06-18T22:51:52Z,5137743,|Jiskran|,388
5518,|A-Rth-Urp-Hil-Ipdenu|,0,11636,2018-07-29T15:30:46Z,36274371,|Jaguar the Ravenclaw RainWing|,441
5518,|A-Rth-Urp-Hil-Ipdenu|,0,11964,2018-08-26T16:06:09Z,36274371,|Jaguar the Ravenclaw RainWing|,462
5518,|A-Rth-Urp-Hil-Ipdenu|,0,13505,2018-09-29T16:25:28Z,36274371,|Jaguar the Ravenclaw RainWing|,540
5518,|A-Rth-Urp-Hil-Ipdenu|,0,14494,2018-11-25T02:17:32Z,28219731,|CarverSindile|,540
5518,|A-Rth-Urp-Hil-Ipdenu|,0,14916,2018-12-19T23:43:57Z,36678579,|Spacepigeon|,872
5518,|A-Rth-Urp-Hil-Ipdenu|,0,14917,2018-12-19T23:49:20Z,36678579,|Spacepigeon|,894
5518,|A-Rth-Urp-Hil-Ipdenu|,0,14918,2018-12-19T23:50:44Z,36678579,|Spacepigeon|,934
5518,|A-Rth-Urp-Hil-Ipdenu|,0,14919,2018-12-19T23:54:10Z,36678579,|Spacepigeon|,1097
5518,|A-Rth-Urp-Hil-Ipdenu|,0,14920,2018-12-19T23:54:44Z,36678579,|Spacepigeon|,1097
5697,|Advanced Tea Substitute|,0,11977,2018-08-26T17:10:21Z,36274371,|Jaguar the Ravenclaw RainWing|,374
5697,|Advanced Tea Substitute|,0,11997,2018-08-26T20:18:17Z,36274371,|Jaguar the Ravenclaw RainWing|,380
5697,|Advanced Tea Substitute|,0,13429,2018-09-27T22:33:22Z,36678579,|Spacepigeon|,558
5697,|Advanced Tea Substitute|,0,13437,2018-09-28T01:55:18Z,28219731,|CarverSindile|,558
3173,|Agda|,0,5541,2013-03-29T07:13:58Z,4541853,|Rehfisch|,277
3173,|Agda|,0,5544,2013-03-29T07:15:22Z,4541853,|Rehfisch|,331
3173,|Agda|,0,6395,2013-09-05T08:49:03Z,4541853,|Rehfisch|,337
3173,|Agda|,0,8220,2015-03-18T20:40:28Z,5137743,|Jiskran|,383
3173,|Agda|,0,8701,2015-06-15T22:10:45Z,5137743,|Jiskran|,436
3173,|Agda|,0,9204,2015-12-27T11:42:26Z,27074706,|Pandora32|,444
3173,|Agda|,0,10289,2016-11-17T23:54:21Z,5137743,|Jiskran|,451
3173,|Agda|,0,13807,2018-10-15T20:07:14Z,36274371,|Jaguar the Ravenclaw RainWing|,550
3173,|Agda|,0,15086,2019-01-05T05:34:58Z,28219731,|CarverSindile|,551
3173,|Agda|,0,15425,2019-01-27T11:45:23Z,36274371,|Jaguar the Ravenclaw RainWing|,735
3173,|Agda|,0,15426,2019-01-27T11:45:47Z,36274371,|Jaguar the Ravenclaw RainWing|,727
1929,|Agrajag|,0,2970,2009-04-11T19:50:29Z,1318981,|Agrajag42|,401
1929,|Agrajag|,0,2973,2009-04-11T19:58:00Z,1318981,|Agrajag42|,486
1929,|Agrajag|,0,2974,2009-04-11T19:59:00Z,1318981,|Agrajag42|,495
1929,|Agrajag|,0,2975,2009-04-11T19:59:16Z,1318981,|Agrajag42|,495
1929,|Agrajag|,0,2983,2009-04-16T11:03:44Z,1309861,|Uncanny474|,505
1929,|Agrajag|,0,3075,2009-08-07T03:15:20Z,1476613,|ScarTissue|,507
1929,|Agrajag|,0,3086,2009-08-09T09:46:34Z,87.210.227.253,Anonymous,525
1929,|Agrajag|,0,3395,2010-04-21T03:05:50Z,24.20.0.49,Anonymous,961
1929,|Agrajag|,0,3426,2010-05-22T04:53:51Z,173.64.163.21,Anonymous,1312
1929,|Agrajag|,0,3762,2011-04-14T07:13:00Z,117.199.9.193,Anonymous,1379
1929,|Agrajag|,0,3968,2011-08-03T08:29:14Z,4238643,|Grebulon12|,2334
1929,|Agrajag|,0,4207,2011-09-21T17:05:30Z,4117995,|Tomrowley|,2375
1929,|Agrajag|,0,4457,2012-02-13T23:59:41Z,4547253,|AdamantiumRage|,2383
1929,|Agrajag|,0,4458,2012-02-14T00:00:21Z,4547253,|AdamantiumRage|,2381
1929,|Agrajag|,0,5310,2012-12-06T09:13:36Z,196.211.127.82,Anonymous,2453
1929,|Agrajag|,0,5370,2013-01-26T13:04:03Z,2.98.194.140,Anonymous,2536
1929,|Agrajag|,0,5429,2013-03-04T19:25:19Z,62.31.178.66,Anonymous,2588
1929,|Agrajag|,0,5512,2013-03-29T06:16:19Z,115.69.8.104,Anonymous,2603
1929,|Agrajag|,0,5572,2013-04-02T11:26:45Z,5461477,|DorûAreaba|,2607
1929,|Agrajag|,0,5592,2013-04-11T23:49:34Z,66.177.104.52,Anonymous,2629
1929,|Agrajag|,0,6687,2013-09-17T08:26:37Z,4541853,|Rehfisch|,2652
1929,|Agrajag|,0,6688,2013-09-17T08:26:55Z,4541853,|Rehfisch|,2656
1929,|Agrajag|,0,6692,2013-09-17T08:28:59Z,4541853,|Rehfisch|,2683
1929,|Agrajag|,0,7485,2014-05-07T22:31:49Z,1161389,|Manga manic|,2687
1929,|Agrajag|,0,8105,2015-02-10T12:15:00Z,1609122,|MarcusSLazarus|,2797
1929,|Agrajag|,0,8391,2015-04-23T02:57:24Z,25764211,|Dilegotikentharfus|,2654
1929,|Agrajag|,0,8495,2015-05-06T16:06:26Z,98.108.202.69,Anonymous,2784
1929,|Agrajag|,0,8498,2015-05-06T17:09:48Z,25764211,|Dilegotikentharfus|,2654
1929,|Agrajag|,0,8806,2015-08-09T17:25:43Z,43908,|Rob T Firefly|,2660
1929,|Agrajag|,0,8811,2015-08-10T03:48:18Z,25764211,|Dilegotikentharfus|,2672
1929,|Agrajag|,0,8812,2015-08-10T03:48:59Z,25764211,|Dilegotikentharfus|,2672
1929,|Agrajag|,0,8813,2015-08-10T03:50:02Z,25764211,|Dilegotikentharfus|,2676
1929,|Agrajag|,0,8816,2015-08-11T16:39:14Z,43908,|Rob T Firefly|,2672
1929,|Agrajag|,0,8817,2015-08-11T16:51:27Z,25764211,|Dilegotikentharfus|,2676
1929,|Agrajag|,0,8818,2015-08-11T16:51:56Z,25764211,|Dilegotikentharfus|,2693
1929,|Agrajag|,0,8819,2015-08-11T16:53:12Z,25764211,|Dilegotikentharfus|,2680
1929,|Agrajag|,0,8820,2015-08-11T16:55:14Z,25764211,|Dilegotikentharfus|,2693
1929,|Agrajag|,0,9018,2015-11-05T21:14:38Z,209.179.127.36,Anonymous,2729
1929,|Agrajag|,0,9021,2015-11-06T03:02:26Z,25764211,|Dilegotikentharfus|,2692
1929,|Agrajag|,0,9026,2015-11-08T00:55:40Z,860065,|Stevehim|,2692
1929,|Agrajag|,0,9027,2015-11-08T00:56:06Z,860065,|Stevehim|,2692
1929,|Agrajag|,0,9028,2015-11-08T00:59:42Z,860065,|Stevehim|,3108
1929,|Agrajag|,0,9030,2015-11-08T03:00:18Z,25764211,|Dilegotikentharfus|,2973
1929,|Agrajag|,0,9031,2015-11-08T17:18:35Z,860065,|Stevehim|,3107
1929,|Agrajag|,0,9713,2016-05-17T00:36:35Z,75.114.197.218,Anonymous,2973
1929,|Agrajag|,0,9717,2016-05-17T00:40:09Z,860065,|Stevehim|,3107
1929,|Agrajag|,0,10054,2016-08-27T23:20:34Z,86.12.40.151,Anonymous,3197
1929,|Agrajag|,0,10063,2016-08-28T21:05:30Z,5137743,|Jiskran|,3199
1929,|Agrajag|,0,10955,2017-09-03T23:28:54Z,10370,|Toughpigs|,3250
1929,|Agrajag|,0,11121,2017-10-16T18:25:05Z,94.204.188.229,Anonymous,3296
1929,|Agrajag|,0,11122,2017-10-16T19:49:32Z,1609122,|MarcusSLazarus|,3115
1929,|Agrajag|,0,11137,2017-10-22T03:42:57Z,860065,|Stevehim|,3267
1929,|Agrajag|,0,11138,2017-10-22T03:43:29Z,860065,|Stevehim|,3273
1929,|Agrajag|,0,11150,2017-11-04T12:09:59Z,94.234.35.148,Anonymous,3312
1929,|Agrajag|,0,11151,2017-11-04T12:11:14Z,94.234.35.148,Anonymous,3311
1929,|Agrajag|,0,11159,2017-11-06T07:37:34Z,5137743,|Jiskran|,3273
1929,|Agrajag|,0,11171,2017-11-12T22:18:17Z,27318613,|Gotigermonk|,3326
1929,|Agrajag|,0,11176,2017-11-13T11:32:04Z,60.242.97.48,Anonymous,3342
1929,|Agrajag|,0,11191,2017-12-11T03:37:11Z,961279,|RRabbit42|,3309
1929,|Agrajag|,0,11313,2018-02-02T16:41:04Z,82.41.230.89,Anonymous,3340
1929,|Agrajag|,0,11317,2018-02-02T17:02:24Z,30093946,|Minato826|,3309
1929,|Agrajag|,0,11365,2018-02-28T15:38:52Z,2601:2C4:C880:5EC7:FCB4:12C9:81BF:1FAF,Anonymous,3454
1929,|Agrajag|,0,11366,2018-02-28T22:16:45Z,5137743,|Jiskran|,3456
1929,|Agrajag|,0,11458,2018-05-01T20:34:19Z,939341,|Mr. Laser Beam|,3476
1929,|Agrajag|,0,11575,2018-07-26T13:08:51Z,107.77.85.118,Anonymous,3597
1929,|Agrajag|,0,11576,2018-07-26T13:09:34Z,107.77.85.118,Anonymous,3596
1929,|Agrajag|,0,13227,2018-09-15T01:30:52Z,36678579,|Spacepigeon|,3988
3446,|Ajai Mehta|,0,6229,2013-07-27T06:33:19Z,4541853,|Rehfisch|,26
3446,|Ajai Mehta|,0,6230,2013-07-27T06:33:46Z,4541853,|Rehfisch|,25
1791,|Ajuitar|,0,2488,2007-11-09T01:04:52Z,97454,|TheCoolestDude|,160
1791,|Ajuitar|,0,2934,2009-03-21T00:12:39Z,1284055,|MandoSkies42|,197
1791,|Ajuitar|,0,6396,2013-09-05T08:59:10Z,4541853,|Rehfisch|,230
1791,|Ajuitar|,0,7943,2014-12-22T03:01:29Z,4541853,|Rehfisch|,278
1791,|Ajuitar|,0,8703,2015-06-17T22:48:06Z,5137743,|Jiskran|,283
1791,|Ajuitar|,0,8750,2015-07-19T23:54:17Z,5137743,|Jiskran|,329
1791,|Ajuitar|,0,10200,2016-10-11T23:11:45Z,5137743,|Jiskran|,330
5590,|Alan Rickman|,0,11733,2018-08-11T07:56:18Z,36274371,|Jaguar the Ravenclaw RainWing|,240
5590,|Alan Rickman|,0,11760,2018-08-15T11:32:37Z,36274371,|Jaguar the Ravenclaw RainWing|,283
5590,|Alan Rickman|,0,12155,2018-08-30T00:02:37Z,36678579,|Spacepigeon|,1126
5590,|Alan Rickman|,0,12158,2018-08-30T00:06:29Z,36678579,|Spacepigeon|,1295
5590,|Alan Rickman|,0,12229,2018-08-30T16:21:42Z,36678579,|Spacepigeon|,1416
5590,|Alan Rickman|,0,12288,2018-08-31T00:23:29Z,36678579,|Spacepigeon|,1447
5590,|Alan Rickman|,0,12937,2018-09-08T14:51:44Z,36678579,|Spacepigeon|,1436
5590,|Alan Rickman|,0,13696,2018-10-10T15:54:16Z,36274371,|Jaguar the Ravenclaw RainWing|,1452
5590,|Alan Rickman|,0,13713,2018-10-11T07:00:39Z,28219731,|CarverSindile|,1453
5590,|Alan Rickman|,0,15583,2019-02-01T01:21:00Z,36678579,|Spacepigeon|,1581
1520,|Alcohol|,0,1763,2006-05-15T09:21:48Z,210.49.68.110,Anonymous,523
1520,|Alcohol|,0,1903,2007-02-22T09:02:42Z,100116,|Fr33Lanc3r|,524
1520,|Alcohol|,0,1904,2007-02-22T09:03:26Z,100116,|Fr33Lanc3r|,525
1520,|Alcohol|,0,2060,2007-05-06T23:45:35Z,95932,|Mr.gn|,537
1520,|Alcohol|,0,2061,2007-05-06T23:46:11Z,95932,|Mr.gn|,589
1520,|Alcohol|,0,2177,2007-08-22T01:55:43Z,26246,|Rieke Hain|,611
1520,|Alcohol|,0,2263,2007-09-05T15:12:12Z,88790,|Tangerineduel|,622
1520,|Alcohol|,0,3046,2009-05-30T17:15:43Z,68.101.114.228,Anonymous,1496
1520,|Alcohol|,0,3048,2009-05-30T17:18:27Z,68.101.114.228,Anonymous,1508
1520,|Alcohol|,0,3049,2009-05-30T17:19:09Z,68.101.114.228,Anonymous,1500
1520,|Alcohol|,0,3499,2010-07-15T07:53:47Z,58.169.139.159,Anonymous,1497
1520,|Alcohol|,0,3617,2010-11-26T18:19:52Z,98.149.201.163,Anonymous,1497
