page_id,page_title,page_ns,revision_id,timestamp,contributor_id,org:resource,bytes,counter-vandalism,fact-update,refactoring,copy-editing,wikification,vandalism,simplification,elaboration,verifiability,process,clarification,disambiguation,point-of-view
10058,|Ácido desoxirribonucleico|,0,18228,2003-07-15T18:25:36Z,1299,|Joseaperez|,886,0,0,0,3,18,0,0,8,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,18229,2003-07-15T18:29:42Z,1299,|Joseaperez|,1007,0,0,0,3,19,0,0,9,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,18344,2003-07-15T18:31:19Z,1299,|Joseaperez|,1008,0,0,0,4,19,0,0,9,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,18345,2003-07-16T06:19:42Z,1299,|Joseaperez|,1256,0,0,0,4,20,0,0,10,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,18411,2003-07-16T06:22:57Z,1299,|Joseaperez|,1489,0,0,0,4,21,0,0,11,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,20339,2003-07-16T17:01:42Z,1299,|Joseaperez|,1531,0,0,0,4,22,0,0,11,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,21491,2003-07-26T12:17:10Z,1299,|Joseaperez|,1539,0,0,0,4,22,0,0,11,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,22120,2003-08-03T17:40:18Z,30,|Youssefsan|,1579,0,0,0,4,23,0,0,11,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,26211,2003-08-07T18:05:09Z,30,|Youssefsan|,1617,0,0,0,4,24,0,0,11,1,0,0,0,0
3825,|Leche|,0,38407,2003-08-09T19:59:00Z,5,|Andre Engels|,574,0,0,0,5,24,0,0,11,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,28693,2003-08-14T17:35:10Z,1299,|Joseaperez|,380,0,0,0,5,24,0,0,11,1,0,0,0,0
2730,|Tierra|,0,27362,2003-08-22T21:40:04Z,1,|AstroNomo|,3265,0,0,0,5,25,0,0,11,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,30453,2003-08-24T21:41:46Z,2075,|Sabbut|,1605,0,0,0,5,26,0,0,12,1,0,0,0,0
2730,|Tierra|,0,27363,2003-08-29T06:59:52Z,1299,|Joseaperez|,3294,0,0,0,5,27,0,0,12,1,0,0,0,0
2730,|Tierra|,0,33983,2003-08-29T07:01:19Z,1299,|Joseaperez|,3322,0,0,0,5,28,0,0,12,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,232828,2003-09-01T18:19:58Z,1141,|Gonis|,382,0,0,0,5,28,0,0,12,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,32516,2003-09-07T22:34:39Z,2135,|Frutoseco|,1606,0,0,0,5,29,0,0,13,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,37377,2003-09-16T01:46:35Z,2121,|Moriel|,1605,0,0,0,6,29,0,0,13,1,0,0,0,0
2730,|Tierra|,0,36582,2003-09-21T15:35:10Z,1299,|Joseaperez|,3324,0,0,0,6,29,0,0,13,1,0,0,0,0
2730,|Tierra|,0,36583,2003-10-02T03:21:07Z,2121,|Moriel|,3273,0,0,0,6,30,0,0,13,1,0,0,0,0
2730,|Tierra|,0,36587,2003-10-02T03:24:37Z,2121,|Moriel|,3274,0,0,0,6,30,0,0,13,1,0,0,0,0
2730,|Tierra|,0,36589,2003-10-02T03:41:01Z,2121,|Moriel|,3281,0,0,0,6,30,0,0,13,1,0,0,0,0
2730,|Tierra|,0,36944,2003-10-02T03:54:10Z,2121,|Moriel|,3282,0,0,0,6,30,0,0,13,1,0,0,0,0
2730,|Tierra|,0,38711,2003-10-03T23:19:26Z,2121,|Moriel|,3291,0,0,0,6,30,0,0,13,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,39878,2003-10-05T06:11:01Z,2713,|Sauron|,1638,0,0,0,6,31,0,0,13,1,0,0,0,0
3825,|Leche|,0,42101,2003-10-06T03:34:51Z,2121,|Moriel|,592,0,0,0,6,32,0,0,13,1,0,0,0,0
2730,|Tierra|,0,43067,2003-10-06T05:55:37Z,2121,|Moriel|,3391,0,0,0,6,33,0,0,13,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,40097,2003-10-07T16:19:18Z,2121,|Moriel|,1637,0,0,0,6,34,0,0,13,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,53248,2003-10-07T19:12:28Z,2135,|Frutoseco|,1651,0,0,0,6,35,0,0,13,1,0,0,0,0
3825,|Leche|,0,64983,2003-10-10T06:13:57Z,2121,|Moriel|,586,0,0,0,6,36,0,0,13,1,0,0,0,0
2730,|Tierra|,0,44420,2003-10-10T09:04:22Z,2121,|Moriel|,3380,0,0,0,6,37,0,0,13,1,0,0,0,0
2730,|Tierra|,0,52337,2003-10-12T02:48:23Z,2121,|Moriel|,3410,0,0,0,6,38,0,0,13,1,0,0,0,0
2730,|Tierra|,0,58132,2003-11-07T02:34:25Z,67.28.17.82,Anonymous,3445,0,0,0,6,39,0,0,13,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,59179,2003-11-09T17:36:43Z,24.232.250.130,Anonymous,1719,0,0,0,6,40,0,0,13,1,0,0,0,0
2730,|Tierra|,0,63730,2003-11-21T18:46:50Z,4082,|ManuelGR|,3462,0,1,0,6,41,0,0,13,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,65411,2003-11-22T17:58:15Z,4332,|Rafael Soriano|,2189,0,1,0,6,42,0,0,14,1,0,0,0,0
2730,|Tierra|,0,85502,2003-12-02T01:09:25Z,24.232.250.130,Anonymous,3505,0,1,0,6,43,0,0,14,1,0,0,0,0
3825,|Leche|,0,65016,2003-12-05T01:54:45Z,194.126.101.136,Anonymous,597,0,1,0,6,43,0,0,15,1,0,0,0,0
3825,|Leche|,0,65020,2003-12-05T02:58:58Z,4774,|Pakaran|,669,0,1,0,6,43,0,0,15,1,0,0,0,0
3825,|Leche|,0,65022,2003-12-05T03:03:41Z,2906,|JorgeGG|,693,0,1,0,6,43,0,0,15,1,0,0,0,0
3825,|Leche|,0,88544,2003-12-05T03:04:50Z,2906,|JorgeGG|,693,0,1,0,6,44,0,0,16,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,75103,2003-12-05T21:40:28Z,200.10.228.134,Anonymous,2212,0,1,0,6,45,0,0,16,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,75140,2003-12-21T17:34:18Z,1299,|Joseaperez|,2083,0,1,0,6,46,0,0,16,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,75150,2003-12-21T17:51:41Z,1299,|Joseaperez|,3127,0,1,0,6,47,0,0,17,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,75377,2003-12-21T17:56:12Z,1299,|Joseaperez|,3094,0,1,0,6,47,0,0,17,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,75379,2003-12-21T19:59:23Z,1299,|Joseaperez|,3299,0,1,0,6,48,0,0,18,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,75641,2003-12-21T19:59:46Z,1299,|Joseaperez|,3300,0,1,0,6,49,0,0,18,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,76354,2003-12-21T22:50:36Z,1299,|Joseaperez|,3307,0,1,0,6,50,0,0,18,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,76356,2003-12-22T21:42:27Z,1299,|Joseaperez|,3610,0,1,0,6,51,0,0,18,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,76357,2003-12-22T21:48:45Z,1299,|Joseaperez|,3627,0,1,0,6,52,0,0,18,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,76361,2003-12-22T21:49:24Z,1299,|Joseaperez|,3625,0,1,0,6,53,0,0,18,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,76402,2003-12-22T21:56:03Z,1299,|Joseaperez|,3580,0,1,0,6,54,0,0,18,1,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,76405,2003-12-22T23:02:51Z,1299,|Joseaperez|,3652,0,1,0,6,54,0,0,18,2,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,76478,2003-12-22T23:07:34Z,1299,|Joseaperez|,3722,0,1,0,6,55,0,0,18,2,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,76479,2003-12-23T07:08:19Z,193.144.127.11,Anonymous,3740,0,1,0,6,56,0,0,18,2,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,76702,2003-12-23T07:10:28Z,193.144.127.11,Anonymous,3767,0,1,0,6,57,0,0,18,2,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,77031,2003-12-23T22:00:53Z,1299,|Joseaperez|,4000,0,1,0,6,58,0,0,19,2,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,77407,2003-12-24T16:35:48Z,1299,|Joseaperez|,4209,0,1,0,6,59,0,0,20,2,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,77412,2003-12-27T11:40:54Z,1299,|Joseaperez|,4214,0,1,0,6,59,0,0,20,2,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,77612,2003-12-27T11:47:14Z,1299,|Joseaperez|,4146,0,1,0,6,60,0,0,20,2,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,77613,2003-12-27T18:21:26Z,1299,|Joseaperez|,4287,0,1,0,6,60,0,0,21,2,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,77747,2003-12-27T18:21:54Z,1299,|Joseaperez|,4287,0,1,0,7,60,0,0,21,2,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,77961,2003-12-27T21:01:25Z,1299,|Joseaperez|,4444,0,1,0,7,60,0,0,22,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,79268,2003-12-30T22:07:14Z,1299,|Joseaperez|,4467,0,1,0,7,61,0,0,22,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,81000,2004-01-01T22:31:31Z,1299,|Joseaperez|,4486,0,1,0,7,62,0,0,22,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,81001,2004-01-05T23:21:50Z,1299,|Joseaperez|,4487,0,1,0,7,63,0,0,22,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,81004,2004-01-05T23:24:48Z,1299,|Joseaperez|,4487,0,1,0,7,64,0,0,22,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,81631,2004-01-05T23:36:05Z,1299,|Joseaperez|,4748,0,1,0,7,65,0,0,23,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,81876,2004-01-07T16:59:48Z,1299,|Joseaperez|,4765,0,1,0,7,66,0,0,23,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,81877,2004-01-08T17:19:56Z,1299,|Joseaperez|,5890,0,1,0,7,67,0,0,24,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,81882,2004-01-08T17:23:48Z,1299,|Joseaperez|,5890,0,1,0,8,67,0,0,24,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,81895,2004-01-08T18:21:54Z,1299,|Joseaperez|,6097,0,1,0,8,68,0,0,25,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,84006,2004-01-08T19:10:22Z,1299,|Joseaperez|,6120,0,1,0,8,68,0,0,25,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,84085,2004-01-14T17:21:31Z,1299,|Joseaperez|,6401,0,1,0,8,69,0,0,26,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,84087,2004-01-14T20:38:00Z,4082,|ManuelGR|,6424,0,1,0,8,70,0,0,26,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,84093,2004-01-14T20:51:36Z,4082,|ManuelGR|,6445,0,1,0,8,71,0,0,26,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,86334,2004-01-14T21:06:02Z,1299,|Joseaperez|,6447,0,1,0,9,72,0,0,26,3,0,0,0,0
2730,|Tierra|,0,94929,2004-01-18T20:13:07Z,80.58.23.42,Anonymous,3703,0,1,0,9,72,0,0,27,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,86340,2004-01-20T21:30:53Z,1299,|Joseaperez|,6685,0,1,0,9,73,0,0,28,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,86657,2004-01-20T21:39:17Z,4082,|ManuelGR|,6699,0,1,0,10,73,0,0,28,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,88848,2004-01-21T17:45:13Z,1299,|Joseaperez|,6697,0,1,0,10,74,0,0,28,3,0,0,0,0
3825,|Leche|,0,88545,2004-01-26T21:55:42Z,4293,|Julie|,751,0,1,0,10,75,0,0,29,3,0,0,0,0
3825,|Leche|,0,104022,2004-01-26T21:58:47Z,4293,|Julie|,774,0,1,0,10,76,0,0,29,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,88849,2004-01-27T17:35:21Z,1299,|Joseaperez|,7222,0,1,0,10,77,0,0,30,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,88854,2004-01-27T17:39:24Z,1299,|Joseaperez|,7235,0,1,0,10,77,0,0,30,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,89413,2004-01-27T17:43:32Z,1299,|Joseaperez|,7248,0,2,0,10,77,0,0,30,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,90128,2004-01-29T00:07:06Z,5042,|Ruiz|,7269,0,2,0,10,78,0,0,30,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,90164,2004-01-30T20:24:17Z,4082,|ManuelGR|,7189,0,2,0,10,79,0,0,30,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,92393,2004-01-30T21:11:45Z,4082,|ManuelGR|,7183,0,2,0,10,79,0,0,30,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,105029,2004-02-06T19:49:51Z,1299,|Joseaperez|,7513,0,2,0,10,80,0,0,31,3,0,0,0,0
2730,|Tierra|,0,94930,2004-02-14T12:38:38Z,1299,|Joseaperez|,3707,0,2,0,10,81,0,0,31,3,0,0,0,0
2730,|Tierra|,0,98203,2004-02-14T12:39:29Z,1299,|Joseaperez|,3711,0,2,0,10,82,0,0,31,3,0,0,0,0
2730,|Tierra|,0,101596,2004-02-18T08:49:17Z,24.232.248.135,Anonymous,3744,0,2,0,10,83,0,0,31,3,0,0,0,0
2730,|Tierra|,0,101612,2004-02-24T02:29:53Z,4293,|Julie|,4026,0,2,0,10,84,0,0,32,3,0,0,0,0
2730,|Tierra|,0,101680,2004-02-24T02:38:08Z,4293,|Julie|,4032,0,2,0,10,85,0,0,32,3,0,0,0,0
2730,|Tierra|,0,113828,2004-02-24T05:03:22Z,200.70.72.238,Anonymous,4036,0,2,0,10,85,0,0,32,3,0,0,0,0
3825,|Leche|,0,123529,2004-02-29T00:48:38Z,1128,|Piolinfax|,766,0,2,0,10,85,0,1,32,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,105487,2004-03-01T19:39:29Z,1299,|Joseaperez|,7691,0,2,0,10,85,0,1,33,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,108593,2004-03-02T15:24:52Z,80.81.113.166,Anonymous,7693,0,2,0,11,85,0,1,33,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,108595,2004-03-07T13:04:46Z,1299,|Joseaperez|,7955,0,2,0,11,86,0,1,34,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,109623,2004-03-07T13:08:53Z,1299,|Joseaperez|,8198,0,2,0,11,86,0,1,35,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,110214,2004-03-08T17:58:09Z,3931,|Hashar|,8257,0,2,0,11,87,0,1,35,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,110219,2004-03-09T13:20:14Z,195.77.24.14,Anonymous,8258,0,2,0,12,88,0,1,35,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,112556,2004-03-09T13:27:16Z,193.144.127.11,Anonymous,8270,0,2,0,12,88,0,1,35,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,112560,2004-03-14T15:49:16Z,1299,|Joseaperez|,8288,0,2,0,12,88,0,1,35,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,115119,2004-03-14T15:51:44Z,1299,|Joseaperez|,8309,0,2,1,12,89,0,1,35,3,0,0,0,0
2730,|Tierra|,0,119659,2004-03-16T13:56:05Z,83.154.170.139,Anonymous,4083,0,2,1,12,90,0,1,35,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,115121,2004-03-18T19:53:34Z,200.10.225.73,Anonymous,7493,0,2,1,12,90,0,1,35,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,115128,2004-03-18T19:54:16Z,200.10.225.73,Anonymous,71,0,2,1,12,90,1,1,35,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,124636,2004-03-18T19:58:07Z,2906,|JorgeGG|,8309,0,2,1,12,90,1,1,36,3,0,0,0,0
2730,|Tierra|,0,123386,2004-03-25T04:18:56Z,7484,|Cantus|,3534,0,2,1,12,91,1,1,36,3,0,0,0,0
2730,|Tierra|,0,128803,2004-03-31T02:03:43Z,24.232.248.135,Anonymous,3684,0,2,1,12,92,1,1,36,3,0,0,0,0
3825,|Leche|,0,165948,2004-03-31T03:09:36Z,24.232.248.135,Anonymous,790,0,2,1,12,92,1,1,36,3,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,125025,2004-03-31T20:08:25Z,1299,|Joseaperez|,8760,0,2,1,12,92,1,1,37,4,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,125108,2004-04-01T09:54:06Z,2121,|Moriel|,8758,0,2,1,12,93,1,1,37,4,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,130464,2004-04-01T11:35:55Z,1299,|Joseaperez|,8759,0,2,1,13,93,1,1,37,4,0,0,0,0
40466,|Homer Simpson|,0,126827,2004-04-03T08:43:51Z,2121,|Moriel|,265,0,2,1,13,94,1,1,37,4,0,0,0,0
40466,|Homer Simpson|,0,126830,2004-04-03T08:44:52Z,2121,|Moriel|,265,0,2,1,13,95,1,1,37,4,0,0,0,0
40466,|Homer Simpson|,0,127368,2004-04-03T08:57:09Z,2121,|Moriel|,342,0,2,1,13,96,1,1,37,4,0,0,0,0
40466,|Homer Simpson|,0,165453,2004-04-04T02:39:11Z,2618,|Pablo.cl|,513,0,2,1,13,96,1,1,38,4,0,0,0,0
2730,|Tierra|,0,139603,2004-04-06T10:27:06Z,2075,|Sabbut|,3625,0,2,1,13,97,1,1,38,4,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,131081,2004-04-09T07:09:37Z,1299,|Joseaperez|,8761,0,2,1,13,98,1,1,38,4,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,137894,2004-04-10T08:37:06Z,213.60.129.59,Anonymous,8768,0,2,1,14,98,1,1,38,4,0,0,0,0
10058,|Ácido desoxirribonucleico|,0,140267,2004-04-22T18:43:26Z,1299,|Joseaperez|,8786,0,2,1,14,99,1,1,38,4,0,0,0,0
2730,|Tierra|,0,139604,2004-04-25T10:01:34Z,2075,|Sabbut|,3233,0,2,1,14,99,1,1,38,4,1,0,0,0
2730,|Tierra|,0,153506,2004-04-25T10:02:16Z,2075,|Sabbut|,3233,0,2,1,15,99,1,1,38,4,1,0,0,0
10058,|Ácido desoxirribonucleico|,0,146647,2004-04-26T17:26:41Z,1299,|Joseaperez|,8919,0,2,1,15,99,1,1,39,5,1,0,0,0
45307,|Airbus A380|,0,145369,2004-05-07T21:23:12Z,83.154.77.241,Anonymous,988,0,2,1,15,100,1,1,40,5,1,0,0,0
45307,|Airbus A380|,0,145370,2004-05-07T23:01:44Z,2906,|JorgeGG|,1323,0,2,1,15,101,1,1,41,5,1,0,0,0
45307,|Airbus A380|,0,145639,2004-05-07T23:04:15Z,2906,|JorgeGG|,1339,0,2,1,15,102,1,1,41,5,1,0,0,0
45307,|Airbus A380|,0,159694,2004-05-08T17:40:07Z,4082,|ManuelGR|,1348,0,2,1,15,103,1,1,41,5,1,0,0,0
10058,|Ácido desoxirribonucleico|,0,148658,2004-05-11T17:34:08Z,1299,|Joseaperez|,8917,0,2,1,15,103,1,1,41,5,1,0,0,0
10058,|Ácido desoxirribonucleico|,0,161899,2004-05-15T03:19:55Z,200.89.176.238,Anonymous,8943,0,2,1,15,104,1,1,41,5,1,0,0,0
2730,|Tierra|,0,164892,2004-05-19T22:53:32Z,13031,|Interwiki|,3358,0,2,1,15,105,1,1,41,5,1,0,0,0
45307,|Airbus A380|,0,191666,2004-05-31T11:09:00Z,83.154.190.3,Anonymous,1806,0,2,1,15,105,1,1,41,5,1,0,0,0
10058,|Ácido desoxirribonucleico|,0,163013,2004-06-03T12:23:51Z,1299,|Joseaperez|,8512,0,2,1,15,106,1,1,41,5,1,0,0,0
10058,|Ácido desoxirribonucleico|,0,170693,2004-06-05T05:37:38Z,0,|Template namespace initialisation script|,8500,0,2,1,15,106,1,1,41,5,1,0,0,0
2730,|Tierra|,0,175754,2004-06-05T05:47:30Z,0,|Template namespace initialisation script|,3217,0,2,1,15,106,1,1,41,5,1,0,0,0
40466,|Homer Simpson|,0,251659,2004-06-05T05:50:09Z,0,|Template namespace initialisation script|,500,0,2,1,15,106,1,1,41,5,1,0,0,0
3825,|Leche|,0,176755,2004-06-05T05:52:37Z,0,|Template namespace initialisation script|,769,0,2,1,15,107,1,1,41,5,1,0,0,0
10058,|Ácido desoxirribonucleico|,0,177189,2004-06-15T06:27:30Z,1299,|Joseaperez|,8523,0,2,1,15,108,1,1,41,5,1,0,0,0
2730,|Tierra|,0,192487,2004-06-24T21:22:31Z,8862,|Dionisio|,3244,0,2,1,15,109,1,1,41,5,1,0,0,0
3825,|Leche|,0,176784,2004-06-26T12:51:41Z,14570,|Triku|,792,0,2,1,15,110,1,1,41,5,1,0,0,0
3825,|Leche|,0,176970,2004-06-26T13:14:51Z,14570,|Triku|,813,0,2,1,15,111,1,1,42,5,1,0,0,0
10058,|Ácido desoxirribonucleico|,0,177963,2004-06-27T06:51:47Z,1299,|Joseaperez|,8545,0,2,1,15,112,1,1,42,5,1,0,0,0
10058,|Ácido desoxirribonucleico|,0,179653,2004-06-28T18:13:16Z,8862,|Dionisio|,8523,0,2,1,15,113,1,1,42,5,1,0,0,0
10058,|Ácido desoxirribonucleico|,0,179655,2004-06-30T07:39:16Z,200.121.51.190,Anonymous,8530,0,2,1,15,113,1,1,42,5,1,0,0,0
10058,|Ácido desoxirribonucleico|,0,179657,2004-06-30T07:40:10Z,200.121.51.190,Anonymous,8535,0,2,1,16,113,2,1,42,5,1,0,0,0
10058,|Ácido desoxirribonucleico|,0,179863,2004-06-30T07:40:55Z,200.121.51.190,Anonymous,8530,0,2,1,17,113,2,1,42,5,1,0,0,0
10058,|Ácido desoxirribonucleico|,0,209016,2004-06-30T13:50:56Z,2906,|JorgeGG|,8523,0,2,1,17,113,2,1,42,5,1,0,0,0
45307,|Airbus A380|,0,191677,2004-07-15T12:10:48Z,15214,|Roblos|,1919,0,2,2,17,113,2,1,42,5,1,0,0,0
45307,|Airbus A380|,0,223764,2004-07-15T12:21:06Z,15214,|Roblos|,1995,0,2,2,17,113,2,1,43,5,1,0,0,0
2730,|Tierra|,0,202017,2004-07-16T01:53:29Z,9305,|Comae|,3762,0,2,2,17,114,2,1,44,5,1,0,0,0
2730,|Tierra|,0,205511,2004-07-27T08:46:11Z,14570,|Triku|,3760,0,2,2,18,114,2,1,44,5,1,0,0,0
3825,|Leche|,0,228519,2004-07-28T16:38:20Z,15011,|Sms|,847,0,2,2,18,114,2,1,44,5,1,0,0,0
