page_id,page_title,page_ns,revision_id,timestamp,contributor_id,org:resource,bytes,intentionality
10058,|Ácido desoxirribonucleico|,0,4990511,2006-10-04T23:40:30Z,32211,|Natrix|,16114,elaboration
10058,|Ácido desoxirribonucleico|,0,5080168,2006-10-11T02:41:00Z,114709,|Baiji|,16236,
10058,|Ácido desoxirribonucleico|,0,5125543,2006-10-14T15:34:10Z,220749,|TXiKiBoT|,16224,wikification
10058,|Ácido desoxirribonucleico|,0,5165878,2006-10-17T13:46:32Z,51912,|KnightRider|,16251,
10058,|Ácido desoxirribonucleico|,0,5185350,2006-10-18T18:50:51Z,70292,|Ciencia Al Poder|,16251,"wikification,elaboration"
10058,|Ácido desoxirribonucleico|,0,5213001,2006-10-20T14:16:40Z,70292,|Ciencia Al Poder|,16251,
10058,|Ácido desoxirribonucleico|,0,5258586,2006-10-23T20:09:35Z,142610,|Thijs!bot|,16275,wikification
10058,|Ácido desoxirribonucleico|,0,5322111,2006-10-28T02:47:13Z,114709,|Baiji|,16268,counter-vandalism
10058,|Ácido desoxirribonucleico|,0,5333387,2006-10-29T00:57:10Z,32211,|Natrix|,16533,elaboration
10058,|Ácido desoxirribonucleico|,0,5448114,2006-11-05T16:42:05Z,70292,|Ciencia Al Poder|,16570,copy-editing
10058,|Ácido desoxirribonucleico|,0,5474350,2006-11-07T08:05:44Z,70292,|Ciencia Al Poder|,16570,"wikification,elaboration"
10058,|Ácido desoxirribonucleico|,0,5498400,2006-11-08T20:57:17Z,32211,|Natrix|,16570,
10058,|Ácido desoxirribonucleico|,0,5515532,2006-11-09T23:22:25Z,105148,|Alexav8|,16570,
10058,|Ácido desoxirribonucleico|,0,5515572,2006-11-09T23:24:54Z,105148,|Alexav8|,16587,wikification
10058,|Ácido desoxirribonucleico|,0,5516845,2006-11-10T01:14:28Z,16025,|Tano4595|,5942,"copy-editing,vandalism"
10058,|Ácido desoxirribonucleico|,0,5518972,2006-11-10T08:09:19Z,70292,|Ciencia Al Poder|,16587,
10058,|Ácido desoxirribonucleico|,0,5577153,2006-11-14T03:04:16Z,93153,|CEM-bot|,16588,copy-editing
10058,|Ácido desoxirribonucleico|,0,5596330,2006-11-15T14:18:14Z,142610,|Thijs!bot|,16604,wikification
10058,|Ácido desoxirribonucleico|,0,5608185,2006-11-16T08:11:55Z,70292,|Ciencia Al Poder|,16604,wikification
10058,|Ácido desoxirribonucleico|,0,5660883,2006-11-19T23:08:10Z,105148,|Alexav8|,16604,"wikification,elaboration"
10058,|Ácido desoxirribonucleico|,0,5727492,2006-11-24T04:21:21Z,105148,|Alexav8|,16604,
10058,|Ácido desoxirribonucleico|,0,5808358,2006-11-29T17:35:17Z,105148,|Alexav8|,16618,wikification
10058,|Ácido desoxirribonucleico|,0,5866193,2006-12-03T11:25:13Z,70292,|Ciencia Al Poder|,16836,wikification
10058,|Ácido desoxirribonucleico|,0,5870533,2006-12-03T18:50:35Z,142610,|Thijs!bot|,16859,refactoring
10058,|Ácido desoxirribonucleico|,0,5941410,2006-12-08T14:41:10Z,38328,|Platonides|,17007,copy-editing
10058,|Ácido desoxirribonucleico|,0,6015503,2006-12-13T08:10:18Z,70292,|Ciencia Al Poder|,17010,copy-editing
10058,|Ácido desoxirribonucleico|,0,6061849,2006-12-16T13:38:11Z,38328,|Platonides|,17010,
10058,|Ácido desoxirribonucleico|,0,6561043,2007-01-20T20:12:21Z,214907,|Muro de Aguas|,17003,wikification
10058,|Ácido desoxirribonucleico|,0,6626123,2007-01-24T01:29:49Z,87039,|BOTpolicia|,17493,
10058,|Ácido desoxirribonucleico|,0,6626141,2007-01-24T01:31:16Z,87039,|BOTpolicia|,17493,
10058,|Ácido desoxirribonucleico|,0,6647807,2007-01-25T07:59:09Z,70292,|Ciencia Al Poder|,16979,copy-editing
10058,|Ácido desoxirribonucleico|,0,6827656,2007-02-04T20:20:43Z,169241,|Albireo3000|,16832,elaboration
10058,|Ácido desoxirribonucleico|,0,7001978,2007-02-14T19:39:18Z,220749,|TXiKiBoT|,16965,"refactoring,wikification,elaboration"
10058,|Ácido desoxirribonucleico|,0,7053762,2007-02-17T15:53:14Z,214907,|Muro de Aguas|,17021,wikification
10058,|Ácido desoxirribonucleico|,0,7070436,2007-02-18T15:28:08Z,311998,|Nahimche37|,6034,vandalism
10058,|Ácido desoxirribonucleico|,0,7070458,2007-02-18T15:30:02Z,311998,|Nahimche37|,6035,wikification
10058,|Ácido desoxirribonucleico|,0,7070539,2007-02-18T15:34:18Z,311998,|Nahimche37|,6080,elaboration
10058,|Ácido desoxirribonucleico|,0,7070559,2007-02-18T15:35:06Z,311998,|Nahimche37|,6075,
10058,|Ácido desoxirribonucleico|,0,7087990,2007-02-19T08:19:30Z,70292,|Ciencia Al Poder|,17019,wikification
10058,|Ácido desoxirribonucleico|,0,7090784,2007-02-19T13:35:15Z,311998,|Nahimche37|,6056,vandalism
10058,|Ácido desoxirribonucleico|,0,7140552,2007-02-21T15:44:31Z,38328,|Platonides|,17023,copy-editing
10058,|Ácido desoxirribonucleico|,0,7251141,2007-02-27T16:49:03Z,214907,|Muro de Aguas|,17107,counter-vandalism
10058,|Ácido desoxirribonucleico|,0,7283612,2007-03-01T04:00:44Z,42845,|BOT-Superzerocool|,17105,"refactoring,wikification"
10058,|Ácido desoxirribonucleico|,0,7311486,2007-03-02T18:47:41Z,214907,|Muro de Aguas|,18778,"wikification,elaboration"
10058,|Ácido desoxirribonucleico|,0,7492990,2007-03-12T16:40:26Z,214907,|Muro de Aguas|,18782,
10058,|Ácido desoxirribonucleico|,0,7499349,2007-03-12T22:02:53Z,169241,|Albireo3000|,18828,
10058,|Ácido desoxirribonucleico|,0,7504605,2007-03-13T03:14:31Z,105148,|Alexav8|,18829,"copy-editing,wikification"
10058,|Ácido desoxirribonucleico|,0,7645105,2007-03-20T00:03:20Z,311254,|Le K-li|,18864,wikification
10058,|Ácido desoxirribonucleico|,0,7645247,2007-03-20T00:10:55Z,311254,|Le K-li|,18853,wikification
10058,|Ácido desoxirribonucleico|,0,7645250,2007-03-20T00:11:05Z,311254,|Le K-li|,18838,wikification
10058,|Ácido desoxirribonucleico|,0,7645281,2007-03-20T00:12:39Z,311254,|Le K-li|,18803,wikification
10058,|Ácido desoxirribonucleico|,0,7649681,2007-03-20T08:09:00Z,169241,|Albireo3000|,18803,
10058,|Ácido desoxirribonucleico|,0,7649692,2007-03-20T08:09:50Z,169241,|Albireo3000|,18802,wikification
10058,|Ácido desoxirribonucleico|,0,7653060,2007-03-20T14:31:09Z,105148,|Alexav8|,18820,
10058,|Ácido desoxirribonucleico|,0,7656129,2007-03-20T17:18:27Z,214907,|Muro de Aguas|,18820,
10058,|Ácido desoxirribonucleico|,0,7668742,2007-03-21T03:52:27Z,105148,|Alexav8|,18820,verifiability
10058,|Ácido desoxirribonucleico|,0,7668775,2007-03-21T03:54:27Z,105148,|Alexav8|,18819,wikification
10058,|Ácido desoxirribonucleico|,0,7690418,2007-03-22T04:11:51Z,311254,|Le K-li|,18817,copy-editing
10058,|Ácido desoxirribonucleico|,0,7701021,2007-03-22T19:13:42Z,214907,|Muro de Aguas|,18829,
10058,|Ácido desoxirribonucleico|,0,7711634,2007-03-23T08:03:45Z,70292,|Ciencia Al Poder|,18817,
10058,|Ácido desoxirribonucleico|,0,7721150,2007-03-23T20:36:20Z,220749,|TXiKiBoT|,18817,
10058,|Ácido desoxirribonucleico|,0,7739490,2007-03-24T19:40:46Z,142610,|Thijs!bot|,18852,wikification
10058,|Ácido desoxirribonucleico|,0,7754009,2007-03-25T15:55:40Z,142610,|Thijs!bot|,18850,
10058,|Ácido desoxirribonucleico|,0,7773402,2007-03-26T15:31:13Z,87039,|BOTpolicia|,18894,elaboration
10058,|Ácido desoxirribonucleico|,0,7783381,2007-03-26T23:36:59Z,105148,|Alexav8|,18850,
10058,|Ácido desoxirribonucleico|,0,7881520,2007-03-31T19:24:14Z,271415,|Xvazquez|,19158,wikification
10058,|Ácido desoxirribonucleico|,0,7965126,2007-04-05T11:10:42Z,169241,|Albireo3000|,19158,
10058,|Ácido desoxirribonucleico|,0,7969553,2007-04-05T16:53:12Z,169241,|Albireo3000|,19158,
10058,|Ácido desoxirribonucleico|,0,8159913,2007-04-15T08:06:00Z,113719,|Retama|,6533,
10058,|Ácido desoxirribonucleico|,0,8159915,2007-04-15T08:06:52Z,113719,|Retama|,6552,wikification
10058,|Ácido desoxirribonucleico|,0,8201933,2007-04-17T07:19:53Z,169241,|Albireo3000|,18940,
10058,|Ácido desoxirribonucleico|,0,8201985,2007-04-17T07:23:59Z,70292,|Ciencia Al Poder|,19158,"wikification,elaboration"
10058,|Ácido desoxirribonucleico|,0,8229074,2007-04-18T16:20:11Z,87039,|BOTpolicia|,6552,"wikification,elaboration"
10058,|Ácido desoxirribonucleico|,0,8255869,2007-04-19T20:12:55Z,16025,|Tano4595|,6594,process
10058,|Ácido desoxirribonucleico|,0,8255874,2007-04-19T20:13:14Z,16025,|Tano4595|,6594,
10058,|Ácido desoxirribonucleico|,0,8255882,2007-04-19T20:13:35Z,16025,|Tano4595|,6594,
10058,|Ácido desoxirribonucleico|,0,8261121,2007-04-20T00:44:29Z,87039,|BOTpolicia|,6594,"wikification,process"
10058,|Ácido desoxirribonucleico|,0,8324441,2007-04-23T15:06:42Z,289826,|Jurock|,19145,wikification
10058,|Ácido desoxirribonucleico|,0,8360829,2007-04-25T07:23:42Z,70292,|Ciencia Al Poder|,19145,
10058,|Ácido desoxirribonucleico|,0,8425578,2007-04-28T11:57:50Z,169241,|Albireo3000|,19145,"wikification,elaboration"
10058,|Ácido desoxirribonucleico|,0,8513161,2007-05-02T17:09:20Z,169241,|Albireo3000|,19428,
10058,|Ácido desoxirribonucleico|,0,8539172,2007-05-03T20:37:30Z,169241,|Albireo3000|,19428,
10058,|Ácido desoxirribonucleico|,0,8588290,2007-05-06T08:29:55Z,220749,|TXiKiBoT|,19459,wikification
10058,|Ácido desoxirribonucleico|,0,8628508,2007-05-08T00:46:56Z,87039,|BOTpolicia|,19481,"wikification,elaboration"
10058,|Ácido desoxirribonucleico|,0,8652067,2007-05-09T01:51:29Z,87039,|BOTpolicia|,19481,
10058,|Ácido desoxirribonucleico|,0,8669573,2007-05-09T20:46:28Z,87039,|BOTpolicia|,19481,elaboration
10058,|Ácido desoxirribonucleico|,0,8669778,2007-05-09T20:55:01Z,87039,|BOTpolicia|,19481,"wikification,elaboration"
10058,|Ácido desoxirribonucleico|,0,8669809,2007-05-09T20:56:49Z,87039,|BOTpolicia|,19481,
10058,|Ácido desoxirribonucleico|,0,8669837,2007-05-09T20:57:46Z,289826,|Jurock|,19481,
10058,|Ácido desoxirribonucleico|,0,8669943,2007-05-09T21:01:46Z,289826,|Jurock|,19481,
10058,|Ácido desoxirribonucleico|,0,8669954,2007-05-09T21:02:07Z,289826,|Jurock|,19481,
10058,|Ácido desoxirribonucleico|,0,8670033,2007-05-09T21:05:47Z,289826,|Jurock|,19502,counter-vandalism
10058,|Ácido desoxirribonucleico|,0,8676970,2007-05-10T03:14:26Z,87039,|BOTpolicia|,19668,
10058,|Ácido desoxirribonucleico|,0,8677133,2007-05-10T03:29:33Z,87039,|BOTpolicia|,19668,
10058,|Ácido desoxirribonucleico|,0,8679176,2007-05-10T07:18:26Z,70292,|Ciencia Al Poder|,19481,
10058,|Ácido desoxirribonucleico|,0,8690745,2007-05-10T19:34:50Z,105148,|Alexav8|,19481,
10058,|Ácido desoxirribonucleico|,0,8721015,2007-05-12T01:01:36Z,368054,|SieBot|,19491,wikification
10058,|Ácido desoxirribonucleico|,0,8737563,2007-05-12T21:53:49Z,87039,|BOTpolicia|,19491,
10058,|Ácido desoxirribonucleico|,0,8747286,2007-05-13T13:26:56Z,87039,|BOTpolicia|,19491,"wikification,elaboration"
10058,|Ácido desoxirribonucleico|,0,8765345,2007-05-14T06:23:10Z,169241,|Albireo3000|,19491,
10058,|Ácido desoxirribonucleico|,0,8801472,2007-05-15T16:14:03Z,341614,|Muro Bot|,19542,copy-editing
10058,|Ácido desoxirribonucleico|,0,8850790,2007-05-17T13:22:05Z,70292,|Ciencia Al Poder|,19542,"wikification,elaboration"
10058,|Ácido desoxirribonucleico|,0,8881437,2007-05-18T19:18:19Z,341614,|Muro Bot|,6733,"copy-editing,wikification,vandalism"
10058,|Ácido desoxirribonucleico|,0,8958527,2007-05-22T16:41:31Z,113719,|Retama|,19679,"wikification,elaboration"
10058,|Ácido desoxirribonucleico|,0,8958565,2007-05-22T16:42:51Z,114709,|Baiji|,19651,
10058,|Ácido desoxirribonucleico|,0,8958573,2007-05-22T16:43:08Z,87039,|BOTpolicia|,19651,
10058,|Ácido desoxirribonucleico|,0,8958682,2007-05-22T16:47:34Z,114709,|Baiji|,19651,wikification
10058,|Ácido desoxirribonucleico|,0,8975453,2007-05-23T09:09:52Z,70292,|Ciencia Al Poder|,19554,
10058,|Ácido desoxirribonucleico|,0,9115080,2007-05-29T07:00:25Z,169241,|Albireo3000|,20060,wikification
10058,|Ácido desoxirribonucleico|,0,9130871,2007-05-29T22:58:30Z,169241,|Albireo3000|,20060,"wikification,elaboration"
10058,|Ácido desoxirribonucleico|,0,9260704,2007-06-05T07:24:47Z,70292,|Ciencia Al Poder|,20060,
10058,|Ácido desoxirribonucleico|,0,9274443,2007-06-05T21:50:18Z,169241,|Albireo3000|,20060,
10058,|Ácido desoxirribonucleico|,0,9347922,2007-06-09T15:32:58Z,114709,|Baiji|,20120,"wikification,elaboration"
10058,|Ácido desoxirribonucleico|,0,9574688,2007-06-20T07:17:07Z,70292,|Ciencia Al Poder|,20155,copy-editing
10058,|Ácido desoxirribonucleico|,0,9574693,2007-06-20T07:18:07Z,70292,|Ciencia Al Poder|,20155,wikification
10058,|Ácido desoxirribonucleico|,0,9669439,2007-06-24T17:59:07Z,87039,|BOTpolicia|,20155,
10058,|Ácido desoxirribonucleico|,0,9670835,2007-06-24T19:07:26Z,169241,|Albireo3000|,20155,copy-editing
10058,|Ácido desoxirribonucleico|,0,9684183,2007-06-25T14:08:35Z,341614,|Muro Bot|,20169,wikification
10058,|Ácido desoxirribonucleico|,0,9700940,2007-06-26T07:16:38Z,70292,|Ciencia Al Poder|,20169,wikification
10058,|Ácido desoxirribonucleico|,0,9768777,2007-06-29T18:34:05Z,87039,|BOTpolicia|,20169,
10058,|Ácido desoxirribonucleico|,0,9834263,2007-07-03T08:42:59Z,169241,|Albireo3000|,20169,
10058,|Ácido desoxirribonucleico|,0,9895042,2007-07-06T15:23:23Z,169241,|Albireo3000|,20198,
10058,|Ácido desoxirribonucleico|,0,10288203,2007-07-27T07:12:04Z,70292,|Ciencia Al Poder|,19966,"wikification,elaboration"
10058,|Ácido desoxirribonucleico|,0,10610616,2007-08-13T18:59:40Z,2906,|JorgeGG|,19966,
10058,|Ácido desoxirribonucleico|,0,10763343,2007-08-21T03:14:25Z,42374,|Yrbot|,6866,process
10058,|Ácido desoxirribonucleico|,0,10769926,2007-08-21T12:45:09Z,87039,|BOTpolicia|,6829,counter-vandalism
10058,|Ácido desoxirribonucleico|,0,10769960,2007-08-21T12:46:16Z,87039,|BOTpolicia|,6829,copy-editing
10058,|Ácido desoxirribonucleico|,0,10785198,2007-08-21T23:17:36Z,87039,|BOTpolicia|,19966,"wikification,elaboration"
10058,|Ácido desoxirribonucleico|,0,10785217,2007-08-21T23:17:56Z,87039,|BOTpolicia|,19966,"wikification,elaboration"
10058,|Ácido desoxirribonucleico|,0,10811971,2007-08-23T01:04:11Z,87039,|BOTpolicia|,6829,counter-vandalism
10058,|Ácido desoxirribonucleico|,0,11072162,2007-09-03T19:36:47Z,87039,|BOTpolicia|,19967,
10058,|Ácido desoxirribonucleico|,0,11416516,2007-09-18T10:03:23Z,70292,|Ciencia Al Poder|,19967,"copy-editing,wikification"
10058,|Ácido desoxirribonucleico|,0,11424956,2007-09-18T17:53:58Z,142610,|Thijs!bot|,7045,copy-editing
10058,|Ácido desoxirribonucleico|,0,11444919,2007-09-19T15:31:50Z,500394,|Machucho2007|,19966,wikification
10058,|Ácido desoxirribonucleico|,0,11445074,2007-09-19T15:38:20Z,500394,|Machucho2007|,19965,copy-editing
10058,|Ácido desoxirribonucleico|,0,11887171,2007-10-07T18:03:12Z,500394,|Machucho2007|,25733,copy-editing
10058,|Ácido desoxirribonucleico|,0,11887185,2007-10-07T18:03:36Z,500394,|Machucho2007|,25734,copy-editing
10058,|Ácido desoxirribonucleico|,0,11887200,2007-10-07T18:04:03Z,500394,|Machucho2007|,25735,copy-editing
10058,|Ácido desoxirribonucleico|,0,11896334,2007-10-08T00:38:18Z,105148,|Alexav8|,25735,
10058,|Ácido desoxirribonucleico|,0,12136760,2007-10-17T22:05:22Z,105148,|Alexav8|,19986,
10058,|Ácido desoxirribonucleico|,0,12268764,2007-10-23T07:22:16Z,87039,|BOTpolicia|,20007,"wikification,elaboration"
10058,|Ácido desoxirribonucleico|,0,12319151,2007-10-25T02:38:26Z,265898,|Pólux|,7045,
10058,|Ácido desoxirribonucleico|,0,12563497,2007-11-04T11:41:35Z,288519,|VolkovBot|,20161,wikification
10058,|Ácido desoxirribonucleico|,0,12711437,2007-11-10T12:29:21Z,42374,|Yrbot|,20195,process
10058,|Ácido desoxirribonucleico|,0,12736669,2007-11-11T15:17:32Z,31283,|Edub|,20184,wikification
10058,|Ácido desoxirribonucleico|,0,12736680,2007-11-11T15:18:17Z,31283,|Edub|,20184,"copy-editing,wikification"
