page_id,page_title,page_ns,revision_id,timestamp,contributor_id,org:resource,bytes,intentionality
2730,|Tierra|,0,728856,2005-06-01T15:44:25Z,83.147.149.229,Anonymous,15896,fact-update
2730,|Tierra|,0,734848,2005-06-01T15:48:10Z,83.147.149.229,Anonymous,15902,fact-update
2730,|Tierra|,0,776395,2005-06-11T14:28:17Z,80.58.37.236,Anonymous,15904,refactoring
2730,|Tierra|,0,995449,2005-07-16T01:29:58Z,201.240.194.113,Anonymous,16194,wikification
2730,|Tierra|,0,1060134,2005-07-30T03:52:50Z,70.187.166.113,Anonymous,16851,verifiability
2730,|Tierra|,0,1068809,2005-07-31T23:53:06Z,200.43.37.86,Anonymous,17040,elaboration
2730,|Tierra|,0,1068814,2005-07-31T23:54:13Z,200.43.37.86,Anonymous,17046,wikification
2730,|Tierra|,0,1068820,2005-07-31T23:55:19Z,200.43.37.86,Anonymous,17062,
2730,|Tierra|,0,1207602,2005-08-25T01:59:28Z,200.89.172.90,Anonymous,17000,"elaboration,verifiability"
2730,|Tierra|,0,1440209,2005-10-06T11:31:57Z,80.58.22.170,Anonymous,15313,
2730,|Tierra|,0,1475095,2005-10-12T23:12:42Z,200.49.105.51,Anonymous,17562,"vandalism,elaboration"
2730,|Tierra|,0,1533517,2005-10-23T16:51:29Z,201.138.109.235,Anonymous,17493,elaboration
2730,|Tierra|,0,1536762,2005-10-24T01:05:44Z,201.249.134.168,Anonymous,17473,vandalism
2730,|Tierra|,0,1549716,2005-10-26T15:57:30Z,83.45.134.118,Anonymous,17093,
2730,|Tierra|,0,1552947,2005-10-27T01:12:06Z,200.21.87.165,Anonymous,17485,wikification
2730,|Tierra|,0,1649967,2005-11-13T22:48:42Z,201.240.105.186,Anonymous,17489,
2730,|Tierra|,0,1698609,2005-11-24T07:54:56Z,195.235.92.222,Anonymous,17444,copy-editing
2730,|Tierra|,0,1698613,2005-11-24T07:56:06Z,195.235.92.222,Anonymous,17443,copy-editing
2730,|Tierra|,0,1771457,2005-12-06T14:39:33Z,66.73.6.113,Anonymous,17461,
2730,|Tierra|,0,1816855,2005-12-13T01:53:00Z,201.239.146.75,Anonymous,17096,
2730,|Tierra|,0,1852467,2005-12-18T00:10:19Z,66.31.26.16,Anonymous,17580,"fact-update,wikification"
2730,|Tierra|,0,2085247,2006-01-18T01:16:41Z,201.144.90.21,Anonymous,20543,"elaboration,process"
2730,|Tierra|,0,2087641,2006-01-18T11:09:19Z,81.33.173.243,Anonymous,20416,
2730,|Tierra|,0,2087645,2006-01-18T11:09:43Z,81.33.173.243,Anonymous,20415,copy-editing
2730,|Tierra|,0,2104181,2006-01-20T13:14:56Z,200.82.61.136,Anonymous,20393,wikification
2730,|Tierra|,0,2104186,2006-01-20T13:15:49Z,200.82.61.136,Anonymous,20385,fact-update
2730,|Tierra|,0,2104190,2006-01-20T13:16:36Z,200.82.61.136,Anonymous,20384,copy-editing
2730,|Tierra|,0,2104197,2006-01-20T13:17:29Z,200.82.61.136,Anonymous,20357,fact-update
2730,|Tierra|,0,2104204,2006-01-20T13:18:31Z,200.82.61.136,Anonymous,20353,"copy-editing,vandalism"
2730,|Tierra|,0,2120991,2006-01-22T13:15:28Z,80.58.5.42,Anonymous,20537,"elaboration,verifiability"
2730,|Tierra|,0,2120992,2006-01-22T13:15:53Z,80.58.5.42,Anonymous,20521,
2730,|Tierra|,0,2176477,2006-01-29T14:07:30Z,201.222.140.198,Anonymous,20350,copy-editing
2730,|Tierra|,0,2201964,2006-02-01T16:24:30Z,80.58.34.42,Anonymous,20416,fact-update
2730,|Tierra|,0,2201982,2006-02-01T16:25:30Z,80.58.34.42,Anonymous,20416,fact-update
2730,|Tierra|,0,2213207,2006-02-02T20:04:42Z,201.249.170.123,Anonymous,20227,vandalism
2730,|Tierra|,0,2218118,2006-02-03T12:41:38Z,80.58.42.170,Anonymous,17658,
2730,|Tierra|,0,2218142,2006-02-03T12:43:27Z,80.58.42.170,Anonymous,16583,vandalism
2730,|Tierra|,0,2385737,2006-02-22T15:24:35Z,200.77.146.151,Anonymous,20577,"fact-update,vandalism"
2730,|Tierra|,0,2452372,2006-03-01T20:01:14Z,201.214.114.160,Anonymous,20591,vandalism
2730,|Tierra|,0,2557925,2006-03-12T21:30:07Z,200.84.150.171,Anonymous,20528,wikification
2730,|Tierra|,0,2615806,2006-03-19T09:24:59Z,210.213.176.249,Anonymous,20535,
2730,|Tierra|,0,2651644,2006-03-22T23:42:21Z,70.136.142.130,Anonymous,20598,wikification
2730,|Tierra|,0,2651654,2006-03-22T23:42:51Z,70.136.142.130,Anonymous,20594,wikification
2730,|Tierra|,0,2651657,2006-03-22T23:43:07Z,70.136.142.130,Anonymous,20595,wikification
2730,|Tierra|,0,2651663,2006-03-22T23:43:23Z,70.136.142.130,Anonymous,20595,
2730,|Tierra|,0,2651670,2006-03-22T23:43:46Z,70.136.142.130,Anonymous,20593,wikification
2730,|Tierra|,0,2702031,2006-03-28T01:41:17Z,200.56.121.254,Anonymous,1094,vandalism
2730,|Tierra|,0,2765912,2006-04-03T19:30:14Z,200.112.104.115,Anonymous,20705,
2730,|Tierra|,0,2801216,2006-04-06T22:56:41Z,200.121.138.76,Anonymous,20646,copy-editing
2730,|Tierra|,0,2828678,2006-04-09T17:26:14Z,201.215.62.75,Anonymous,20645,
2730,|Tierra|,0,2849424,2006-04-12T00:02:15Z,68.219.125.248,Anonymous,20651,vandalism
2730,|Tierra|,0,2874908,2006-04-14T21:21:54Z,200.104.190.26,Anonymous,20670,
2730,|Tierra|,0,2910752,2006-04-17T21:44:57Z,200.42.182.1,Anonymous,20669,wikification
2730,|Tierra|,0,3024037,2006-04-29T21:45:51Z,69.19.14.30,Anonymous,18396,vandalism
2730,|Tierra|,0,3057025,2006-05-02T20:52:55Z,81.44.5.208,Anonymous,20684,vandalism
2730,|Tierra|,0,3074733,2006-05-04T16:51:05Z,200.127.178.102,Anonymous,22018,elaboration
2730,|Tierra|,0,3344092,2006-05-28T20:39:34Z,201.240.69.212,Anonymous,18549,vandalism
2730,|Tierra|,0,3366740,2006-05-30T20:25:02Z,200.113.151.191,Anonymous,20894,copy-editing
2730,|Tierra|,0,3392361,2006-06-01T22:25:35Z,201.240.97.198,Anonymous,20908,vandalism
2730,|Tierra|,0,3499142,2006-06-10T15:55:25Z,85.84.204.128,Anonymous,21037,
2730,|Tierra|,0,3708411,2006-06-27T22:07:48Z,201.132.22.113,Anonymous,23611,fact-update
2730,|Tierra|,0,3884921,2006-07-13T16:12:56Z,196.40.20.197,Anonymous,23624,copy-editing
2730,|Tierra|,0,4033858,2006-07-24T23:55:35Z,80.59.132.85,Anonymous,23629,
2730,|Tierra|,0,4300473,2006-08-16T00:44:16Z,201.145.227.146,Anonymous,23687,
2730,|Tierra|,0,4328839,2006-08-18T00:00:16Z,200.74.40.148,Anonymous,22235,vandalism
2730,|Tierra|,0,4358995,2006-08-20T19:08:36Z,85.49.4.178,Anonymous,23670,vandalism
2730,|Tierra|,0,4359001,2006-08-20T19:09:08Z,85.49.4.178,Anonymous,23684,
2730,|Tierra|,0,4469642,2006-08-28T02:12:15Z,200.92.117.197,Anonymous,23772,"vandalism,elaboration"
2730,|Tierra|,0,4593488,2006-09-05T17:39:19Z,84.123.109.13,Anonymous,19825,
2730,|Tierra|,0,4593497,2006-09-05T17:39:55Z,84.123.109.13,Anonymous,18367,
2730,|Tierra|,0,4593507,2006-09-05T17:40:25Z,84.123.109.13,Anonymous,17177,
2730,|Tierra|,0,4593520,2006-09-05T17:41:12Z,84.123.109.13,Anonymous,15143,
2730,|Tierra|,0,4593527,2006-09-05T17:41:50Z,84.123.109.13,Anonymous,13351,
2730,|Tierra|,0,4593544,2006-09-05T17:42:27Z,84.123.109.13,Anonymous,19825,
2730,|Tierra|,0,4593560,2006-09-05T17:43:16Z,84.123.109.13,Anonymous,20238,
2730,|Tierra|,0,4593571,2006-09-05T17:43:59Z,84.123.109.13,Anonymous,19054,vandalism
2730,|Tierra|,0,4593577,2006-09-05T17:44:41Z,84.123.109.13,Anonymous,15280,
2730,|Tierra|,0,4615182,2006-09-07T07:09:19Z,80.181.144.187,Anonymous,23922,elaboration
2730,|Tierra|,0,4615189,2006-09-07T07:10:34Z,80.181.144.187,Anonymous,23909,"fact-update,wikification"
2730,|Tierra|,0,4621253,2006-09-07T17:59:27Z,207.216.17.170,Anonymous,23914,copy-editing
2730,|Tierra|,0,4693362,2006-09-13T02:42:46Z,68.144.107.181,Anonymous,22855,
2730,|Tierra|,0,4718673,2006-09-15T01:44:49Z,201.230.212.47,Anonymous,24977,
2730,|Tierra|,0,4757751,2006-09-18T02:12:47Z,201.135.31.151,Anonymous,23791,
2730,|Tierra|,0,4785672,2006-09-20T06:44:59Z,201.141.150.151,Anonymous,23794,copy-editing
2730,|Tierra|,0,4785685,2006-09-20T06:47:01Z,201.141.150.151,Anonymous,23794,copy-editing
2730,|Tierra|,0,4851648,2006-09-25T02:09:15Z,190.45.240.197,Anonymous,25096,"wikification,elaboration"
2730,|Tierra|,0,4872812,2006-09-26T17:15:03Z,190.50.136.8,Anonymous,23471,vandalism
2730,|Tierra|,0,4892210,2006-09-27T19:27:31Z,200.126.98.75,Anonymous,23493,wikification
2730,|Tierra|,0,4902726,2006-09-28T11:02:19Z,200.28.92.219,Anonymous,23484,
2730,|Tierra|,0,4937954,2006-09-30T21:28:29Z,201.121.56.68,Anonymous,24905,wikification
2730,|Tierra|,0,5045487,2006-10-08T23:32:43Z,201.222.206.233,Anonymous,24728,
2730,|Tierra|,0,5060435,2006-10-10T00:01:24Z,189.163.63.140,Anonymous,25167,"elaboration,verifiability"
2730,|Tierra|,0,5060451,2006-10-10T00:02:15Z,189.163.63.140,Anonymous,25478,"wikification,elaboration"
2730,|Tierra|,0,5087335,2006-10-11T15:59:56Z,212.199.22.143,Anonymous,24868,wikification
2730,|Tierra|,0,5112875,2006-10-13T14:54:53Z,88.138.56.129,Anonymous,24733,"fact-update,refactoring,wikification,elaboration"
2730,|Tierra|,0,5125256,2006-10-14T14:58:52Z,62.163.214.3,Anonymous,24739,copy-editing
2730,|Tierra|,0,5125892,2006-10-14T16:04:02Z,62.163.214.3,Anonymous,25018,copy-editing
2730,|Tierra|,0,5139575,2006-10-15T15:22:36Z,200.118.170.248,Anonymous,25065,"wikification,elaboration,verifiability"
2730,|Tierra|,0,5142837,2006-10-15T19:01:32Z,189.154.7.209,Anonymous,22090,
2730,|Tierra|,0,5142896,2006-10-15T19:03:58Z,189.154.7.209,Anonymous,24367,
2730,|Tierra|,0,5283436,2006-10-25T14:16:22Z,200.75.155.122,Anonymous,25152,"elaboration,verifiability"
2730,|Tierra|,0,5283464,2006-10-25T14:18:05Z,200.75.155.122,Anonymous,25152,wikification
2730,|Tierra|,0,5286569,2006-10-25T17:57:23Z,86.15.108.44,Anonymous,25266,"elaboration,verifiability"
2730,|Tierra|,0,5400540,2006-11-02T13:42:27Z,200.113.21.26,Anonymous,23519,vandalism
2730,|Tierra|,0,5400556,2006-11-02T13:43:10Z,200.113.21.26,Anonymous,23536,vandalism
2730,|Tierra|,0,5408098,2006-11-02T20:37:33Z,200.86.9.69,Anonymous,25718,"vandalism,elaboration"
2730,|Tierra|,0,5438954,2006-11-04T22:12:40Z,189.158.65.77,Anonymous,25528,wikification
2730,|Tierra|,0,5527476,2006-11-10T22:03:23Z,192.188.53.214,Anonymous,25386,copy-editing
2730,|Tierra|,0,5600741,2006-11-15T19:29:58Z,200.34.105.16,Anonymous,25385,
2730,|Tierra|,0,5617328,2006-11-16T21:07:49Z,201.244.167.222,Anonymous,25392,vandalism
2730,|Tierra|,0,5617340,2006-11-16T21:08:50Z,201.244.167.222,Anonymous,25419,
2730,|Tierra|,0,5646543,2006-11-18T21:25:59Z,200.5.242.53,Anonymous,25820,"refactoring,elaboration"
2730,|Tierra|,0,5776008,2006-11-27T17:53:54Z,201.246.214.161,Anonymous,25407,vandalism
2730,|Tierra|,0,5776023,2006-11-27T17:54:47Z,201.246.214.161,Anonymous,25397,
2730,|Tierra|,0,5792724,2006-11-28T19:16:49Z,212.145.140.211,Anonymous,58,vandalism
2730,|Tierra|,0,5827326,2006-11-30T19:43:41Z,72.76.174.223,Anonymous,26,vandalism
2730,|Tierra|,0,5827334,2006-11-30T19:44:02Z,72.76.174.223,Anonymous,0,counter-vandalism
2730,|Tierra|,0,5876064,2006-12-04T01:29:20Z,189.132.136.200,Anonymous,26014,"wikification,elaboration"
2730,|Tierra|,0,5876096,2006-12-04T01:31:26Z,189.132.136.200,Anonymous,25890,
2730,|Tierra|,0,5950759,2006-12-09T01:42:13Z,84.120.242.112,Anonymous,25770,vandalism
2730,|Tierra|,0,5950765,2006-12-09T01:42:35Z,84.120.242.112,Anonymous,25771,copy-editing
2730,|Tierra|,0,6267022,2006-12-31T11:19:52Z,83.32.78.66,Anonymous,24970,
2730,|Tierra|,0,6284914,2007-01-01T22:23:23Z,84.76.239.73,Anonymous,25802,
2730,|Tierra|,0,6284992,2007-01-01T22:30:08Z,84.76.239.73,Anonymous,25801,copy-editing
2730,|Tierra|,0,6296973,2007-01-02T19:39:34Z,189.163.130.101,Anonymous,25887,"copy-editing,vandalism"
2730,|Tierra|,0,6297020,2007-01-02T19:41:42Z,189.163.130.101,Anonymous,23599,vandalism
2730,|Tierra|,0,6303425,2007-01-03T04:19:00Z,201.170.38.11,Anonymous,23589,
2730,|Tierra|,0,6310414,2007-01-03T16:53:31Z,189.163.111.152,Anonymous,20458,
2730,|Tierra|,0,6327530,2007-01-04T19:34:14Z,82.254.220.52,Anonymous,23603,wikification
2730,|Tierra|,0,6335011,2007-01-05T07:16:08Z,190.30.78.238,Anonymous,23607,wikification
2730,|Tierra|,0,6376349,2007-01-08T02:53:18Z,200.72.178.85,Anonymous,23596,wikification
2730,|Tierra|,0,6627055,2007-01-24T02:51:49Z,201.141.154.63,Anonymous,23598,"fact-update,vandalism"
2730,|Tierra|,0,6652311,2007-01-25T15:50:51Z,83.49.200.247,Anonymous,21252,vandalism
2730,|Tierra|,0,6700011,2007-01-28T09:31:57Z,84.121.201.204,Anonymous,23736,verifiability
2730,|Tierra|,0,6779773,2007-02-01T20:28:59Z,213.37.30.154,Anonymous,23618,
2730,|Tierra|,0,6865549,2007-02-06T20:13:32Z,201.160.92.97,Anonymous,23850,
2730,|Tierra|,0,6894531,2007-02-08T14:09:47Z,200.121.59.161,Anonymous,23825,"vandalism,elaboration"
2730,|Tierra|,0,6897629,2007-02-08T17:18:31Z,83.38.213.254,Anonymous,23823,"copy-editing,vandalism"
2730,|Tierra|,0,6929780,2007-02-10T17:06:12Z,88.11.134.33,Anonymous,20832,
2730,|Tierra|,0,6962595,2007-02-12T16:40:23Z,200.37.73.125,Anonymous,23818,
2730,|Tierra|,0,6962658,2007-02-12T16:44:34Z,200.37.73.125,Anonymous,23888,wikification
2730,|Tierra|,0,6981170,2007-02-13T17:16:20Z,189.147.57.145,Anonymous,23826,vandalism
2730,|Tierra|,0,6981225,2007-02-13T17:19:38Z,189.147.57.145,Anonymous,23872,
2730,|Tierra|,0,6981274,2007-02-13T17:22:35Z,189.147.57.145,Anonymous,23866,
2730,|Tierra|,0,6990963,2007-02-14T04:24:58Z,201.212.36.121,Anonymous,23807,copy-editing
2730,|Tierra|,0,7018975,2007-02-15T17:46:27Z,88.1.138.87,Anonymous,9216,vandalism
2730,|Tierra|,0,7180683,2007-02-23T18:05:53Z,84.78.99.22,Anonymous,23820,copy-editing
2730,|Tierra|,0,7270261,2007-02-28T15:17:16Z,201.134.74.98,Anonymous,24293,elaboration
2730,|Tierra|,0,7283830,2007-03-01T04:23:35Z,201.141.29.57,Anonymous,23835,wikification
2730,|Tierra|,0,7286311,2007-03-01T10:45:30Z,83.58.24.137,Anonymous,23836,copy-editing
2730,|Tierra|,0,7354771,2007-03-05T02:23:18Z,189.145.27.185,Anonymous,23847,"vandalism,clarification"
2730,|Tierra|,0,7354781,2007-03-05T02:24:00Z,189.145.27.185,Anonymous,23864,vandalism
2730,|Tierra|,0,7354806,2007-03-05T02:26:08Z,189.145.27.185,Anonymous,23884,vandalism
2730,|Tierra|,0,7354831,2007-03-05T02:28:01Z,189.145.27.185,Anonymous,23906,vandalism
2730,|Tierra|,0,7366346,2007-03-05T19:33:46Z,189.144.40.155,Anonymous,23864,
2730,|Tierra|,0,7403412,2007-03-07T18:26:50Z,190.50.178.90,Anonymous,24127,elaboration
2730,|Tierra|,0,7414884,2007-03-08T08:26:13Z,88.22.212.120,Anonymous,23841,vandalism
2730,|Tierra|,0,7616651,2007-03-18T16:43:26Z,201.221.26.107,Anonymous,23920,verifiability
2730,|Tierra|,0,7699415,2007-03-22T17:58:40Z,85.53.25.88,Anonymous,23843,copy-editing
2730,|Tierra|,0,7714092,2007-03-23T13:30:51Z,201.230.174.22,Anonymous,23835,copy-editing
2730,|Tierra|,0,8308174,2007-04-22T18:19:54Z,212.64.172.76,Anonymous,23906,fact-update
2730,|Tierra|,0,8317541,2007-04-23T02:43:17Z,190.40.213.222,Anonymous,23888,fact-update
2730,|Tierra|,0,8320333,2007-04-23T08:25:56Z,87.217.88.130,Anonymous,23890,copy-editing
2730,|Tierra|,0,8356914,2007-04-25T01:11:13Z,201.254.39.56,Anonymous,23909,vandalism
2730,|Tierra|,0,8356922,2007-04-25T01:11:41Z,201.254.39.56,Anonymous,23979,vandalism
2730,|Tierra|,0,8376670,2007-04-26T00:33:45Z,200.112.17.69,Anonymous,24572,elaboration
2730,|Tierra|,0,8423616,2007-04-28T09:21:54Z,83.54.28.242,Anonymous,23890,
2730,|Tierra|,0,8439950,2007-04-29T02:59:02Z,200.114.129.141,Anonymous,23891,
2730,|Tierra|,0,8445814,2007-04-29T15:05:03Z,201.212.139.151,Anonymous,23895,vandalism
2730,|Tierra|,0,8445817,2007-04-29T15:05:19Z,201.212.139.151,Anonymous,23890,
2730,|Tierra|,0,8486457,2007-05-01T12:49:59Z,190.49.119.19,Anonymous,23885,"fact-update,copy-editing,vandalism"
2730,|Tierra|,0,8498506,2007-05-01T22:21:30Z,201.250.146.195,Anonymous,20724,vandalism
2730,|Tierra|,0,8505358,2007-05-02T07:22:36Z,80.58.205.42,Anonymous,23953,copy-editing
2730,|Tierra|,0,8596596,2007-05-06T18:44:13Z,64.237.156.214,Anonymous,23976,vandalism
2730,|Tierra|,0,8652808,2007-05-09T02:29:39Z,190.51.38.107,Anonymous,24155,elaboration
2730,|Tierra|,0,8736154,2007-05-12T20:44:18Z,190.38.236.181,Anonymous,24029,wikification
2730,|Tierra|,0,8736262,2007-05-12T20:50:00Z,190.38.236.181,Anonymous,24052,vandalism
2730,|Tierra|,0,8736313,2007-05-12T20:52:00Z,190.38.236.181,Anonymous,24000,
2730,|Tierra|,0,8736442,2007-05-12T20:56:36Z,190.38.236.181,Anonymous,24030,
2730,|Tierra|,0,8736522,2007-05-12T20:59:51Z,190.38.236.181,Anonymous,24036,wikification
2730,|Tierra|,0,8736604,2007-05-12T21:03:19Z,190.38.236.181,Anonymous,23993,wikification
2730,|Tierra|,0,8736628,2007-05-12T21:04:31Z,190.38.236.181,Anonymous,23954,wikification
2730,|Tierra|,0,8815511,2007-05-16T01:14:52Z,201.246.77.238,Anonymous,24006,verifiability
2730,|Tierra|,0,8860758,2007-05-17T19:31:45Z,201.243.104.170,Anonymous,24016,"vandalism,elaboration"
2730,|Tierra|,0,11291260,2007-09-12T22:46:30Z,201.240.118.44,Anonymous,24532,
2730,|Tierra|,0,11291289,2007-09-12T22:47:39Z,201.240.118.44,Anonymous,27692,vandalism
2730,|Tierra|,0,11294992,2007-09-13T02:03:22Z,200.89.45.253,Anonymous,29334,wikification
2730,|Tierra|,0,11295043,2007-09-13T02:06:50Z,200.89.45.253,Anonymous,29362,wikification
2730,|Tierra|,0,11405505,2007-09-17T21:11:59Z,74.59.116.129,Anonymous,28020,wikification
2730,|Tierra|,0,11443316,2007-09-19T14:12:53Z,89.7.14.10,Anonymous,27744,elaboration
2730,|Tierra|,0,11477013,2007-09-20T22:25:06Z,190.66.221.94,Anonymous,27663,wikification
2730,|Tierra|,0,11517072,2007-09-22T17:20:21Z,190.3.194.35,Anonymous,35,vandalism
2730,|Tierra|,0,11564476,2007-09-24T16:37:29Z,88.0.147.19,Anonymous,47,vandalism
2730,|Tierra|,0,11564529,2007-09-24T16:39:21Z,88.0.147.19,Anonymous,99,
2730,|Tierra|,0,11576906,2007-09-25T00:20:06Z,200.112.109.254,Anonymous,27661,wikification
2730,|Tierra|,0,11622801,2007-09-26T21:39:55Z,201.244.226.24,Anonymous,27669,
2730,|Tierra|,0,11626574,2007-09-27T00:17:38Z,190.40.171.186,Anonymous,27735,vandalism
2730,|Tierra|,0,11637658,2007-09-27T14:46:18Z,80.25.196.142,Anonymous,27683,elaboration
2730,|Tierra|,0,11668216,2007-09-28T19:25:30Z,216.244.134.225,Anonymous,46,vandalism
2730,|Tierra|,0,11673431,2007-09-28T23:27:13Z,66.50.11.28,Anonymous,27759,"vandalism,elaboration"
2730,|Tierra|,0,11717582,2007-10-01T00:04:08Z,66.98.13.30,Anonymous,27699,vandalism
2730,|Tierra|,0,11740218,2007-10-01T20:46:36Z,77.225.73.113,Anonymous,27756,"vandalism,elaboration"
2730,|Tierra|,0,11788103,2007-10-03T18:26:30Z,88.0.36.237,Anonymous,27693,vandalism
2730,|Tierra|,0,11788171,2007-10-03T18:29:26Z,85.136.157.13,Anonymous,27693,
2730,|Tierra|,0,11788212,2007-10-03T18:31:00Z,88.0.36.237,Anonymous,26898,
2730,|Tierra|,0,11837102,2007-10-05T15:54:27Z,212.145.188.120,Anonymous,27713,vandalism
2730,|Tierra|,0,11890816,2007-10-07T20:30:06Z,200.114.172.27,Anonymous,27706,vandalism
2730,|Tierra|,0,11938501,2007-10-09T18:01:37Z,201.244.53.237,Anonymous,2,vandalism
2730,|Tierra|,0,11958535,2007-10-10T14:53:33Z,82.98.128.249,Anonymous,27768,"wikification,vandalism,elaboration"
2730,|Tierra|,0,11958557,2007-10-10T14:54:46Z,82.98.128.249,Anonymous,27775,wikification
2730,|Tierra|,0,12061840,2007-10-14T20:20:13Z,190.38.70.105,Anonymous,27773,
2730,|Tierra|,0,12123200,2007-10-17T12:00:43Z,200.112.127.176,Anonymous,51,
2730,|Tierra|,0,12123211,2007-10-17T12:01:41Z,194.57.110.250,Anonymous,27786,elaboration
2730,|Tierra|,0,12123269,2007-10-17T12:07:06Z,200.112.127.176,Anonymous,52,vandalism
2730,|Tierra|,0,12123360,2007-10-17T12:12:24Z,200.112.127.176,Anonymous,98,
2730,|Tierra|,0,12125115,2007-10-17T14:04:42Z,201.240.55.137,Anonymous,27966,wikification
2730,|Tierra|,0,12129937,2007-10-17T17:32:48Z,88.1.156.66,Anonymous,27996,"wikification,elaboration"
2730,|Tierra|,0,12130015,2007-10-17T17:34:29Z,88.1.156.66,Anonymous,28053,
2730,|Tierra|,0,12150769,2007-10-18T14:48:36Z,88.1.156.66,Anonymous,27797,vandalism
2730,|Tierra|,0,12161881,2007-10-18T19:31:50Z,88.1.156.66,Anonymous,27815,wikification
2730,|Tierra|,0,12263641,2007-10-23T00:25:18Z,190.36.149.214,Anonymous,28155,
2730,|Tierra|,0,12265356,2007-10-23T01:53:49Z,196.40.10.254,Anonymous,28235,"vandalism,elaboration"
2730,|Tierra|,0,12301242,2007-10-24T13:56:00Z,190.20.74.71,Anonymous,92,
2730,|Tierra|,0,12301568,2007-10-24T14:08:23Z,201.116.98.210,Anonymous,28168,"fact-update,vandalism"
2730,|Tierra|,0,12301654,2007-10-24T14:11:30Z,201.116.98.210,Anonymous,221,
2730,|Tierra|,0,12322412,2007-10-25T08:40:53Z,62.57.55.213,Anonymous,28207,verifiability
2730,|Tierra|,0,12356460,2007-10-26T17:21:22Z,201.116.200.2,Anonymous,25003,
2730,|Tierra|,0,12356467,2007-10-26T17:21:34Z,201.116.200.2,Anonymous,21110,
2730,|Tierra|,0,12356473,2007-10-26T17:21:47Z,201.116.200.2,Anonymous,19714,
2730,|Tierra|,0,12356478,2007-10-26T17:21:55Z,201.116.200.2,Anonymous,18544,
2730,|Tierra|,0,12356490,2007-10-26T17:22:06Z,201.116.200.2,Anonymous,15261,
2730,|Tierra|,0,12356499,2007-10-26T17:22:25Z,201.116.200.2,Anonymous,11947,
2730,|Tierra|,0,12356511,2007-10-26T17:22:46Z,201.116.200.2,Anonymous,11962,
2730,|Tierra|,0,12444288,2007-10-30T12:13:17Z,80.24.154.159,Anonymous,28189,
2730,|Tierra|,0,12622967,2007-11-06T19:21:32Z,201.250.168.89,Anonymous,28255,wikification
2730,|Tierra|,0,12623446,2007-11-06T19:38:38Z,201.250.168.89,Anonymous,28230,wikification
2730,|Tierra|,0,12625163,2007-11-06T20:38:09Z,201.223.201.90,Anonymous,28192,wikification
2730,|Tierra|,0,12625186,2007-11-06T20:39:24Z,201.223.201.90,Anonymous,28195,copy-editing
2730,|Tierra|,0,12625769,2007-11-06T21:01:35Z,201.223.201.90,Anonymous,28322,"wikification,elaboration"
2730,|Tierra|,0,12664739,2007-11-08T14:30:48Z,190.64.52.142,Anonymous,28202,vandalism
2730,|Tierra|,0,12664869,2007-11-08T14:36:52Z,190.64.52.142,Anonymous,28246,wikification
2730,|Tierra|,0,12665139,2007-11-08T14:51:48Z,190.64.52.142,Anonymous,25802,
2730,|Tierra|,0,12681704,2007-11-09T02:11:23Z,189.180.90.114,Anonymous,28182,vandalism
2730,|Tierra|,0,12857497,2007-11-16T13:50:44Z,200.80.164.37,Anonymous,28274,"elaboration,verifiability"
